CHAT: Mar 30 20:36:20 {name  = "Struger", ucid = "ee180fcf62694aee2422d4c2541f901b", ip = "83.11.187.100:60595", id = 3} said "it kicked me off wtf" to all
TEAM HIT: Apr 01 17:25:20 {players = {1 = {name  = "Wakey", ucid = "b2d91a29c481ad526a47e9df233ccdd0", ip = "81.158.17.143:51757", id = 14}1 = {name = Wizard 1-1 | Archer ↭ with F/A-18C Lot 20
CHAT: Apr 01 17:25:23 {name  = "Wizard 1-1 | Archer ↭", ucid = "7c9df90d395f404aabfcd0e22e6d96ae", ip = "78.173.68.44:8688", id = 15} said "UHH WTF" to all
CHAT: Apr 01 17:25:27 {name  = "Wakey", ucid = "b2d91a29c481ad526a47e9df233ccdd0", ip = "81.158.17.143:51757", id = 14} said "it was harpoons" to all
CHAT: Apr 01 17:25:28 {name  = "Wizard 1-1 | Archer ↭", ucid = "7c9df90d395f404aabfcd0e22e6d96ae", ip = "78.173.68.44:8688", id = 15} said "xD" to all
CHAT: Apr 01 17:25:32 {name  = "Wizard 1-1 | Archer ↭", ucid = "7c9df90d395f404aabfcd0e22e6d96ae", ip = "78.173.68.44:8688", id = 15} said "ok np" to all
CHAT: Apr 01 17:25:35 {name  = "Wakey", ucid = "b2d91a29c481ad526a47e9df233ccdd0", ip = "81.158.17.143:51757", id = 14} said "but i also struggle with harms lol" to all
CHAT: Apr 01 17:25:46 {name  = "Wakey", ucid = "b2d91a29c481ad526a47e9df233ccdd0", ip = "81.158.17.143:51757", id = 14} said "sometimes" to all
CHAT: Apr 01 17:25:51 {name  = "Wizard 1-1 | Archer ↭", ucid = "7c9df90d395f404aabfcd0e22e6d96ae", ip = "78.173.68.44:8688", id = 15} said "u ripped my wing somehow" to all
CHAT: Apr 01 17:25:52 {name  = "Dennis | TheRealOne", ucid = "257076b48af6fac5c7b05ea8e32e4d11", ip = "176.198.32.49:60823", id = 4} said "i hate them" to all
CHAT: Apr 01 17:25:54 {name  = "Wizard 1-1 | Archer ↭", ucid = "7c9df90d395f404aabfcd0e22e6d96ae", ip = "78.173.68.44:8688", id = 15} said "lemme respawn" to all
TEAM KILL: Apr 01 17:26:05 {players = {1 = {name  = "Wakey", ucid = "b2d91a29c481ad526a47e9df233ccdd0", ip = "nil", id = 14}1 = {name = Wizard 1-1 | Archer ↭ with F/A-18C Lot 20
CHAT: Apr 01 17:26:08 {name  = "Wakey", ucid = "b2d91a29c481ad526a47e9df233ccdd0", ip = "81.158.17.143:51757", id = 14} said "how lol - havent even put my wings down :(" to all
CHAT: Apr 01 17:26:10 {name  = "Dennis | TheRealOne", ucid = "257076b48af6fac5c7b05ea8e32e4d11", ip = "176.198.32.49:60823", id = 4} said "they seem so bad to me in TOO, dont hit the target at all sometimes" to all
TEAM HIT: Apr 01 17:26:26 {players = {1 = {name  = "Frob.", ucid = "82adf050747c844fd3b5f995b48c93da", ip = "77.162.128.230:55274", id = 6}1 = {name = slt with kamikaze
TEAM HIT: Apr 01 17:26:26 {players = {1 = {name  = "slt", ucid = "71e4a24cdd8a706bda5ff88449fd0338", ip = "86.49.249.167:4443", id = 16}1 = {name = Frob. with F/A-18C Lot 20
TEAM KILL: Apr 01 17:26:26 {players = {1 = {name  = "slt", ucid = "71e4a24cdd8a706bda5ff88449fd0338", ip = "nil", id = 16}1 = {name = Frob. with F/A-18C Lot 20
TEAM HIT: Apr 01 17:26:26 {players = {1 = {name  = "Frob.", ucid = "82adf050747c844fd3b5f995b48c93da", ip = "77.162.128.230:55274", id = 6}1 = {name = Cipher with kamikaze
TEAM KILL: Apr 01 17:26:26 {players = {1 = {name  = "Frob.", ucid = "82adf050747c844fd3b5f995b48c93da", ip = "nil", id = 6}1 = {name = slt with kamikaze
CHAT: Apr 01 17:26:26 {name  = "Dennis | TheRealOne", ucid = "257076b48af6fac5c7b05ea8e32e4d11", ip = "176.198.32.49:60823", id = 4} said "especially on RO's (roland radar), they do hit but do no damage" to all
CHAT: Apr 01 17:26:29 {name  = "Cipher", ucid = "4a8a6df189c3f51fde134fd9ea093e18", ip = "72.255.51.142:59844", id = 8} said "woah" to all
CHAT: Apr 01 17:26:29 {name  = "Cipher", ucid = "4a8a6df189c3f51fde134fd9ea093e18", ip = "72.255.51.142:59844", id = 8} said "wtf" to all
CHAT: Apr 01 17:26:38 {name  = "Frob.", ucid = "82adf050747c844fd3b5f995b48c93da", ip = "77.162.128.230:55274", id = 6} said "wtf" to all
CHAT: Apr 01 17:26:39 {name  = "Cipher", ucid = "4a8a6df189c3f51fde134fd9ea093e18", ip = "72.255.51.142:59844", id = 8} said "who tf" to all
CHAT: Apr 01 17:26:42 {name  = "Frob.", ucid = "82adf050747c844fd3b5f995b48c93da", ip = "77.162.128.230:55274", id = 6} said "i was taking off lol" to all
CHAT: Apr 01 17:26:42 {name  = "Cipher", ucid = "4a8a6df189c3f51fde134fd9ea093e18", ip = "72.255.51.142:59844", id = 8} said "just went boom" to all
CHAT: Apr 01 17:26:43 {name  = "Cipher", ucid = "4a8a6df189c3f51fde134fd9ea093e18", ip = "72.255.51.142:59844", id = 8} said "??" to all
CHAT: Apr 01 17:26:44 {name  = "GUYVER ARMOR", ucid = "120a9e8c560d276712a1d1b970aa810c", ip = "12.207.220.78:63840", id = 3} said "oh fuck lets cut that out hehehe" to all
CHAT: Apr 01 17:26:47 {name  = "Cipher", ucid = "4a8a6df189c3f51fde134fd9ea093e18", ip = "72.255.51.142:59844", id = 8} said "xdd" to all
CHAT: Apr 01 17:26:51 {name  = "Cipher", ucid = "4a8a6df189c3f51fde134fd9ea093e18", ip = "72.255.51.142:59844", id = 8} said "man that was close" to all
CHAT: Apr 01 17:26:54 {name  = "Frob.", ucid = "82adf050747c844fd3b5f995b48c93da", ip = "77.162.128.230:55274", id = 6} said "xD" to all
CHAT: Apr 01 17:26:54 {name  = "Cipher", ucid = "4a8a6df189c3f51fde134fd9ea093e18", ip = "72.255.51.142:59844", id = 8} said "i saw that shit live" to all
CHAT: Apr 01 17:26:55 {name  = "Cipher", ucid = "4a8a6df189c3f51fde134fd9ea093e18", ip = "72.255.51.142:59844", id = 8} said "af" to all
CHAT: Apr 01 17:26:58 {name  = "Wizard 1-1 | Archer ↭", ucid = "7c9df90d395f404aabfcd0e22e6d96ae", ip = "78.173.68.44:8688", id = 15} said "-forgive" to all (output suppressed by Slmod)
CHAT: Apr 01 17:27:00 {name  = "Frob.", ucid = "82adf050747c844fd3b5f995b48c93da", ip = "77.162.128.230:55274", id = 6} said "i was like fuckkkk" to all
CHAT: Apr 01 17:27:02 {name  = "Frob.", ucid = "82adf050747c844fd3b5f995b48c93da", ip = "77.162.128.230:55274", id = 6} said "almost got away" to all
CHAT: Apr 01 17:27:04 {name  = "Wakey", ucid = "b2d91a29c481ad526a47e9df233ccdd0", ip = "81.158.17.143:51757", id = 14} said "HARMs are hit and miss for me - i think again its a ranging problem" to all
CHAT: Apr 01 17:27:09 {name  = "Frob.", ucid = "82adf050747c844fd3b5f995b48c93da", ip = "77.162.128.230:55274", id = 6} said "i though you saw me" to all
CHAT: Apr 01 17:27:10 {name  = "Cipher", ucid = "4a8a6df189c3f51fde134fd9ea093e18", ip = "72.255.51.142:59844", id = 8} said ":)" to all
CHAT: Apr 01 17:27:11 {name  = "Dennis | TheRealOne", ucid = "257076b48af6fac5c7b05ea8e32e4d11", ip = "176.198.32.49:60823", id = 4} said "i bring my friend on here and you cipher immediately send him to god xD" to all
CHAT: Apr 01 17:27:12 {name  = "GUYVER ARMOR", ucid = "120a9e8c560d276712a1d1b970aa810c", ip = "12.207.220.78:63840", id = 3} said "well he probably is celebrating april fools hahahaha" to all
CHAT: Apr 01 17:27:17 {name  = "Lazic", ucid = "92f91c33dc7e7d93972af7e59a17b015", ip = "31.223.128.239:9871", id = 2} said "HARMs are plain bad" to all
CHAT: Apr 01 17:27:17 {name  = "Cipher", ucid = "4a8a6df189c3f51fde134fd9ea093e18", ip = "72.255.51.142:59844", id = 8} said "LMFAO" to all
CHAT: Apr 01 17:27:17 {name  = "Dennis | TheRealOne", ucid = "257076b48af6fac5c7b05ea8e32e4d11", ip = "176.198.32.49:60823", id = 4} said "jealous or something? xD" to all
CHAT: Apr 01 17:27:19 {name  = "Cipher", ucid = "4a8a6df189c3f51fde134fd9ea093e18", ip = "72.255.51.142:59844", id = 8} said "i didnt do shit" to all
CHAT: Apr 01 17:27:20 {name  = "Cipher", ucid = "4a8a6df189c3f51fde134fd9ea093e18", ip = "72.255.51.142:59844", id = 8} said "xdd" to all
CHAT: Apr 01 17:27:24 {name  = "Cipher", ucid = "4a8a6df189c3f51fde134fd9ea093e18", ip = "72.255.51.142:59844", id = 8} said "im still on the ramp" to all
CHAT: Apr 01 17:27:25 {name  = "Lazic", ucid = "92f91c33dc7e7d93972af7e59a17b015", ip = "31.223.128.239:9871", id = 2} said "Kh25MPU is the most accurate" to all
CHAT: Apr 01 17:27:32 {name  = "Lazic", ucid = "92f91c33dc7e7d93972af7e59a17b015", ip = "31.223.128.239:9871", id = 2} said "Although, not accurate too" to all
CHAT: Apr 01 17:27:48 {name  = "Wizard 1-1 | Archer ↭", ucid = "7c9df90d395f404aabfcd0e22e6d96ae", ip = "78.173.68.44:8688", id = 15} said "so with harpoons" to all
CHAT: Apr 01 17:27:51 {name  = "Frob.", ucid = "82adf050747c844fd3b5f995b48c93da", ip = "77.162.128.230:55274", id = 6} said "so wait i didn't kill you cipher" to all
CHAT: Apr 01 17:27:56 {name  = "Wizard 1-1 | Archer ↭", ucid = "7c9df90d395f404aabfcd0e22e6d96ae", ip = "78.173.68.44:8688", id = 15} said "i only know how to fire with bearing" to all
CHAT: Apr 01 17:27:59 {name  = "Cipher", ucid = "4a8a6df189c3f51fde134fd9ea093e18", ip = "72.255.51.142:59844", id = 8} said "nono" to all
CHAT: Apr 01 17:28:04 {name  = "Cipher", ucid = "4a8a6df189c3f51fde134fd9ea093e18", ip = "72.255.51.142:59844", id = 8} said "some otehr dude" to all
CHAT: Apr 01 17:28:05 {name  = "Wizard 1-1 | Archer ↭", ucid = "7c9df90d395f404aabfcd0e22e6d96ae", ip = "78.173.68.44:8688", id = 15} said "is that ok for you?" to all
CHAT: Apr 01 17:28:25 {name  = "Wakey", ucid = "b2d91a29c481ad526a47e9df233ccdd0", ip = "81.158.17.143:51757", id = 14} said "sure" to all
CHAT: Apr 01 17:28:31 {name  = "Frob.", ucid = "82adf050747c844fd3b5f995b48c93da", ip = "77.162.128.230:55274", id = 6} said "who did i kill thenm" to all
CHAT: Apr 01 17:28:35 {name  = "Wakey", ucid = "b2d91a29c481ad526a47e9df233ccdd0", ip = "81.158.17.143:51757", id = 14} said "thats what i was tring anyway" to all
TEAM HIT: Apr 01 17:28:37 {players = {1 = {name  = "FlemishBT", ucid = "97c3dd06a80c503d800178c7c13f6bae", ip = "178.117.101.8:60119", id = 12}1 = {name = OneTap with AIM_54A_Mk60
CHAT: Apr 01 17:28:49 {name  = "Cipher", ucid = "4a8a6df189c3f51fde134fd9ea093e18", ip = "72.255.51.142:59844", id = 8} said "some guy called slt" to all
CHAT: Apr 01 17:28:54 {name  = "Frob.", ucid = "82adf050747c844fd3b5f995b48c93da", ip = "77.162.128.230:55274", id = 6} said "ahhh" to all
TEAM KILL: Apr 01 17:28:55 {players = {1 = {name  = "FlemishBT", ucid = "97c3dd06a80c503d800178c7c13f6bae", ip = "nil", id = 12}1 = {name = OneTap with AIM_54A_Mk60
CHAT: Apr 01 17:29:24 {name  = "Wizard 1-1 | Archer ↭", ucid = "7c9df90d395f404aabfcd0e22e6d96ae", ip = "78.173.68.44:8688", id = 15} said "airborne" to all
CHAT: Apr 01 17:29:25 {name  = "Frob.", ucid = "82adf050747c844fd3b5f995b48c93da", ip = "77.162.128.230:55274", id = 6} said "he was almost off the ground and he came on to the runway" to all
CHAT: Apr 01 17:29:38 {name  = "Cipher", ucid = "4a8a6df189c3f51fde134fd9ea093e18", ip = "72.255.51.142:59844", id = 8} said "yeap saw" to all
CHAT: Apr 01 17:29:39 {name  = "Cipher", ucid = "4a8a6df189c3f51fde134fd9ea093e18", ip = "72.255.51.142:59844", id = 8} said ":D" to all
CHAT: Apr 01 17:30:15 {name  = "Wizard 1-1 | Archer ↭", ucid = "7c9df90d395f404aabfcd0e22e6d96ae", ip = "78.173.68.44:8688", id = 15} said "ok ship is" to all
CHAT: Apr 01 17:30:21 {name  = "Wizard 1-1 | Archer ↭", ucid = "7c9df90d395f404aabfcd0e22e6d96ae", ip = "78.173.68.44:8688", id = 15} said "0-5-4" to all
CHAT: Apr 01 17:30:27 {name  = "Wizard 1-1 | Archer ↭", ucid = "7c9df90d395f404aabfcd0e22e6d96ae", ip = "78.173.68.44:8688", id = 15} said "lets turn towards it" to all
CHAT: Apr 01 17:30:37 {name  = "Wakey", ucid = "b2d91a29c481ad526a47e9df233ccdd0", ip = "81.158.17.143:51757", id = 14} said "yep" to all
CHAT: Apr 01 17:30:45 {name  = "Dennis | TheRealOne", ucid = "257076b48af6fac5c7b05ea8e32e4d11", ip = "176.198.32.49:60823", id = 4} said "cipher you noticed that?" to all
CHAT: Apr 01 17:30:55 {name  = "GUYVER ARMOR", ucid = "120a9e8c560d276712a1d1b970aa810c", ip = "12.207.220.78:63840", id = 3} said "yes it was right next to us all i needed was the popcorn" to all
CHAT: Apr 01 17:31:02 {name  = "Wakey", ucid = "b2d91a29c481ad526a47e9df233ccdd0", ip = "81.158.17.143:51757", id = 14} said "so i would normally do BOL-MED-SKIM" to all
CHAT: Apr 01 17:31:11 {name  = "Cipher", ucid = "4a8a6df189c3f51fde134fd9ea093e18", ip = "72.255.51.142:59844", id = 8} said "notced what" to all
CHAT: Apr 01 17:31:15 {name  = "Wakey", ucid = "b2d91a29c481ad526a47e9df233ccdd0", ip = "81.158.17.143:51757", id = 14} said "then UFC bearing 54 and SRCH for about 30" to all
CHAT: Apr 01 17:31:22 {name  = "Dennis | TheRealOne", ucid = "257076b48af6fac5c7b05ea8e32e4d11", ip = "176.198.32.49:60823", id = 4} said "blazed past you at mach 1.69" to all
CHAT: Apr 01 17:31:28 {name  = "Cipher", ucid = "4a8a6df189c3f51fde134fd9ea093e18", ip = "72.255.51.142:59844", id = 8} said "lmfao" to all
CHAT: Apr 01 17:31:35 {name  = "Cipher", ucid = "4a8a6df189c3f51fde134fd9ea093e18", ip = "72.255.51.142:59844", id = 8} said "no i was checking the harpoon guys" to all
CHAT: Apr 01 17:31:37 {name  = "Cipher", ucid = "4a8a6df189c3f51fde134fd9ea093e18", ip = "72.255.51.142:59844", id = 8} said "take off" to all
CHAT: Apr 01 17:31:58 {name  = "GUYVER ARMOR", ucid = "120a9e8c560d276712a1d1b970aa810c", ip = "12.207.220.78:63840", id = 3} said "oh i thought he was talking about the planes that comited suicide in front of us" to all
CHAT: Apr 01 17:32:03 {name  = "Wizard 1-1 | Archer ↭", ucid = "7c9df90d395f404aabfcd0e22e6d96ae", ip = "78.173.68.44:8688", id = 15} said "do you enter 0 also?" to all
CHAT: Apr 01 17:32:06 {name  = "Cipher", ucid = "4a8a6df189c3f51fde134fd9ea093e18", ip = "72.255.51.142:59844", id = 8} said "yeah i was" to all
CHAT: Apr 01 17:32:16 {name  = "Wakey", ucid = "b2d91a29c481ad526a47e9df233ccdd0", ip = "81.158.17.143:51757", id = 14} said "for srch ?" to all
CHAT: Apr 01 17:32:18 {name  = "Wakey", ucid = "b2d91a29c481ad526a47e9df233ccdd0", ip = "81.158.17.143:51757", id = 14} said "no lol" to all
CHAT: Apr 01 17:32:19 {name  = "Wizard 1-1 | Archer ↭", ucid = "7c9df90d395f404aabfcd0e22e6d96ae", ip = "78.173.68.44:8688", id = 15} said "to tyeah" to all
CHAT: Apr 01 17:32:19 {name  = "Wizard 1-1 | Archer ↭", ucid = "7c9df90d395f404aabfcd0e22e6d96ae", ip = "78.173.68.44:8688", id = 15} said "brg" to all
CHAT: Apr 01 17:32:23 {name  = "Wizard 1-1 | Archer ↭", ucid = "7c9df90d395f404aabfcd0e22e6d96ae", ip = "78.173.68.44:8688", id = 15} said "you gotta add 0" to all
CHAT: Apr 01 17:32:25 {name  = "Wakey", ucid = "b2d91a29c481ad526a47e9df233ccdd0", ip = "81.158.17.143:51757", id = 14} said "am i sending it 300 miles" to all
CHAT: Apr 01 17:32:28 {name  = "Wakey", ucid = "b2d91a29c481ad526a47e9df233ccdd0", ip = "81.158.17.143:51757", id = 14} said "so 030?" to all
CHAT: Apr 01 17:32:31 {name  = "Wizard 1-1 | Archer ↭", ucid = "7c9df90d395f404aabfcd0e22e6d96ae", ip = "78.173.68.44:8688", id = 15} said "yeah" to all
CHAT: Apr 01 17:32:35 {name  = "Wakey", ucid = "b2d91a29c481ad526a47e9df233ccdd0", ip = "81.158.17.143:51757", id = 14} said "hahahahaha" to all
CHAT: Apr 01 17:32:45 {name  = "Wakey", ucid = "b2d91a29c481ad526a47e9df233ccdd0", ip = "81.158.17.143:51757", id = 14} said "is missile in km or miles" to all
CHAT: Apr 01 17:32:51 {name  = "Wakey", ucid = "b2d91a29c481ad526a47e9df233ccdd0", ip = "81.158.17.143:51757", id = 14} said "as i was f10 ruler" to all
TEAM HIT: Apr 01 17:33:05 {players = {1 = {name  = "Frob.", ucid = "82adf050747c844fd3b5f995b48c93da", ip = "77.162.128.230:55274", id = 6}1 = {name = 224-ByJokese with kamikaze
TEAM KILL: Apr 01 17:33:08 {players = {1 = {name  = "Frob.", ucid = "82adf050747c844fd3b5f995b48c93da", ip = "nil", id = 6}1 = {name = 224-ByJokese with kamikaze
CHAT: Apr 01 17:33:11 {name  = "Wakey", ucid = "b2d91a29c481ad526a47e9df233ccdd0", ip = "81.158.17.143:51757", id = 14} said "so right now is 38km from me" to all
CHAT: Apr 01 17:33:11 {name  = "Frob.", ucid = "82adf050747c844fd3b5f995b48c93da", ip = "77.162.128.230:55274", id = 6} said "fuck you" to all
CHAT: Apr 01 17:33:12 {name  = "Frob.", ucid = "82adf050747c844fd3b5f995b48c93da", ip = "77.162.128.230:55274", id = 6} said "why" to all
CHAT: Apr 01 17:33:21 {name  = "Wizard 1-1 | Archer ↭", ucid = "7c9df90d395f404aabfcd0e22e6d96ae", ip = "78.173.68.44:8688", id = 15} said "i dont even" to all
CHAT: Apr 01 17:33:23 {name  = "Wizard 1-1 | Archer ↭", ucid = "7c9df90d395f404aabfcd0e22e6d96ae", ip = "78.173.68.44:8688", id = 15} said "touch search tbh" to all
CHAT: Apr 01 17:33:27 {name  = "Wizard 1-1 | Archer ↭", ucid = "7c9df90d395f404aabfcd0e22e6d96ae", ip = "78.173.68.44:8688", id = 15} said "i entered bearing then i fired" to all
CHAT: Apr 01 17:33:27 {name  = "Frob.", ucid = "82adf050747c844fd3b5f995b48c93da", ip = "77.162.128.230:55274", id = 6} said "/punish" to all
CHAT: Apr 01 17:33:32 {name  = "Cipher", ucid = "4a8a6df189c3f51fde134fd9ea093e18", ip = "72.255.51.142:59844", id = 8} said "-punish" to all (output suppressed by Slmod)
CHAT: Apr 01 17:33:34 {name  = "Frob.", ucid = "82adf050747c844fd3b5f995b48c93da", ip = "77.162.128.230:55274", id = 6} said "-punish" to all (output suppressed by Slmod)
CHAT: Apr 01 17:33:35 {name  = "mixviking03", ucid = "05270d26b4d69bfcedc478d1b80c42ec", ip = "84.215.153.160:59027", id = 18} said "sorry" to all
CHAT: Apr 01 17:33:41 {name  = "Wizard 1-1 | Archer ↭", ucid = "7c9df90d395f404aabfcd0e22e6d96ae", ip = "78.173.68.44:8688", id = 15} said "lets see if they track" to all
TEAM HIT: Apr 01 17:34:13 {players = {1 = {name  = "FlemishBT", ucid = "97c3dd06a80c503d800178c7c13f6bae", ip = "178.117.101.8:60119", id = 12}1 = {name = Dennis | TheRealOne with kamikaze
TEAM HIT: Apr 01 17:34:14 {players = {1 = {name  = "FlemishBT", ucid = "97c3dd06a80c503d800178c7c13f6bae", ip = "178.117.101.8:60119", id = 12}1 = {name = Dennis | TheRealOne with kamikaze
TEAM HIT: Apr 01 17:34:15 {players = {1 = {name  = "FlemishBT", ucid = "97c3dd06a80c503d800178c7c13f6bae", ip = "178.117.101.8:60119", id = 12}1 = {name = Dennis | TheRealOne with kamikaze
TEAM HIT: Apr 01 17:34:16 {players = {1 = {name  = "FlemishBT", ucid = "97c3dd06a80c503d800178c7c13f6bae", ip = "178.117.101.8:60119", id = 12}1 = {name = Dennis | TheRealOne with kamikaze
TEAM HIT: Apr 01 17:34:18 {players = {1 = {name  = "FlemishBT", ucid = "97c3dd06a80c503d800178c7c13f6bae", ip = "178.117.101.8:60119", id = 12}1 = {name = Dennis | TheRealOne with kamikaze
TEAM HIT: Apr 01 17:34:18 {players = {1 = {name  = "FlemishBT", ucid = "97c3dd06a80c503d800178c7c13f6bae", ip = "178.117.101.8:60119", id = 12}1 = {name = Dennis | TheRealOne with kamikaze
TEAM HIT: Apr 01 17:34:18 {players = {1 = {name  = "Dennis | TheRealOne", ucid = "257076b48af6fac5c7b05ea8e32e4d11", ip = "176.198.32.49:60823", id = 4}1 = {name = FlemishBT with F/A-18C Lot 20
TEAM HIT: Apr 01 17:34:18 {players = {1 = {name  = "Dennis | TheRealOne", ucid = "257076b48af6fac5c7b05ea8e32e4d11", ip = "176.198.32.49:60823", id = 4}1 = {name = FlemishBT with F/A-18C Lot 20
TEAM HIT: Apr 01 17:34:18 {players = {1 = {name  = "FlemishBT", ucid = "97c3dd06a80c503d800178c7c13f6bae", ip = "178.117.101.8:60119", id = 12}1 = {name = Dennis | TheRealOne with kamikaze
TEAM KILL: Apr 01 17:34:19 {players = {1 = {name  = "Dennis | TheRealOne", ucid = "257076b48af6fac5c7b05ea8e32e4d11", ip = "nil", id = 4}1 = {name = FlemishBT with F/A-18C Lot 20
TEAM HIT: Apr 01 17:34:19 {players = {1 = {name  = "FlemishBT", ucid = "97c3dd06a80c503d800178c7c13f6bae", ip = "178.117.101.8:60119", id = 12}1 = {name = OneTap with kamikaze
CHAT: Apr 01 17:34:19 {name  = "Wizard 1-1 | Archer ↭", ucid = "7c9df90d395f404aabfcd0e22e6d96ae", ip = "78.173.68.44:8688", id = 15} said " my harpoons are tracking" to all
CHAT: Apr 01 17:34:23 {name  = "Wizard 1-1 | Archer ↭", ucid = "7c9df90d395f404aabfcd0e22e6d96ae", ip = "78.173.68.44:8688", id = 15} said "my harpoons are tracking" to all
CHAT: Apr 01 17:34:27 {name  = "Cipher", ucid = "4a8a6df189c3f51fde134fd9ea093e18", ip = "72.255.51.142:59844", id = 8} said "dude wtf" to all
CHAT: Apr 01 17:34:29 {name  = "Cipher", ucid = "4a8a6df189c3f51fde134fd9ea093e18", ip = "72.255.51.142:59844", id = 8} said "is happening" to all
CHAT: Apr 01 17:34:32 {name  = "Wizard 1-1 | Archer ↭", ucid = "7c9df90d395f404aabfcd0e22e6d96ae", ip = "78.173.68.44:8688", id = 15} said "yours aswell" to all
CHAT: Apr 01 17:34:32 {name  = "Frob.", ucid = "82adf050747c844fd3b5f995b48c93da", ip = "77.162.128.230:55274", id = 6} said "jeez" to all
CHAT: Apr 01 17:34:32 {name  = "Dennis | TheRealOne", ucid = "257076b48af6fac5c7b05ea8e32e4d11", ip = "176.198.32.49:60823", id = 4} said "dont park on spawning spots man" to all
CHAT: Apr 01 17:34:41 {name  = "Frob.", ucid = "82adf050747c844fd3b5f995b48c93da", ip = "77.162.128.230:55274", id = 6} said "someone crashed into me while i was standing still" to all
CHAT: Apr 01 17:34:42 {name  = "FlemishBT", ucid = "97c3dd06a80c503d800178c7c13f6bae", ip = "178.117.101.8:60119", id = 12} said "wtf is happening" to all
CHAT: Apr 01 17:34:48 {name  = "Dennis | TheRealOne", ucid = "257076b48af6fac5c7b05ea8e32e4d11", ip = "176.198.32.49:60823", id = 4} said "you parked on a spawning spot" to all
CHAT: Apr 01 17:34:50 {name  = "Frob.", ucid = "82adf050747c844fd3b5f995b48c93da", ip = "77.162.128.230:55274", id = 6} said "and then i respawned all planes exploded" to all
CHAT: Apr 01 17:34:51 {name  = "Cipher", ucid = "4a8a6df189c3f51fde134fd9ea093e18", ip = "72.255.51.142:59844", id = 8} said "guys" to all
CHAT: Apr 01 17:34:53 {name  = "Cipher", ucid = "4a8a6df189c3f51fde134fd9ea093e18", ip = "72.255.51.142:59844", id = 8} said "NEVER park" to all
CHAT: Apr 01 17:34:54 {name  = "Dennis | TheRealOne", ucid = "257076b48af6fac5c7b05ea8e32e4d11", ip = "176.198.32.49:60823", id = 4} said "i spawned there, so we exploded" to all
CHAT: Apr 01 17:34:56 {name  = "FlemishBT", ucid = "97c3dd06a80c503d800178c7c13f6bae", ip = "178.117.101.8:60119", id = 12} said "someone spawned inside of me" to all
CHAT: Apr 01 17:35:01 {name  = "Dennis | TheRealOne", ucid = "257076b48af6fac5c7b05ea8e32e4d11", ip = "176.198.32.49:60823", id = 4} said "YES FLEMISH" to all
CHAT: Apr 01 17:35:03 {name  = "Dennis | TheRealOne", ucid = "257076b48af6fac5c7b05ea8e32e4d11", ip = "176.198.32.49:60823", id = 4} said "me" to all
CHAT: Apr 01 17:35:04 {name  = "Cipher", ucid = "4a8a6df189c3f51fde134fd9ea093e18", ip = "72.255.51.142:59844", id = 8} said "on a respawn area" to all
CHAT: Apr 01 17:35:08 {name  = "Dennis | TheRealOne", ucid = "257076b48af6fac5c7b05ea8e32e4d11", ip = "176.198.32.49:60823", id = 4} said "you were parking on a spawn area" to all
CHAT: Apr 01 17:35:11 {name  = "Dennis | TheRealOne", ucid = "257076b48af6fac5c7b05ea8e32e4d11", ip = "176.198.32.49:60823", id = 4} said "dont park therre" to all
CHAT: Apr 01 17:35:15 {name  = "Cipher", ucid = "4a8a6df189c3f51fde134fd9ea093e18", ip = "72.255.51.142:59844", id = 8} said "just park on open areas or ramps" to all
CHAT: Apr 01 17:35:16 {name  = "FlemishBT", ucid = "97c3dd06a80c503d800178c7c13f6bae", ip = "178.117.101.8:60119", id = 12} said "i spawned there" to all
CHAT: Apr 01 17:35:16 {name  = "Wakey", ucid = "b2d91a29c481ad526a47e9df233ccdd0", ip = "81.158.17.143:51757", id = 14} said "so i was entering a SRCH i guess i shouldnt" to all
CHAT: Apr 01 17:35:18 {name  = "Cipher", ucid = "4a8a6df189c3f51fde134fd9ea093e18", ip = "72.255.51.142:59844", id = 8} said "dont park on numbered spots" to all
CHAT: Apr 01 17:35:22 {name  = "Dennis | TheRealOne", ucid = "257076b48af6fac5c7b05ea8e32e4d11", ip = "176.198.32.49:60823", id = 4} said "no you didnt" to all
CHAT: Apr 01 17:35:24 {name  = "Cipher", ucid = "4a8a6df189c3f51fde134fd9ea093e18", ip = "72.255.51.142:59844", id = 8} said "cuz that fucks up everthing" to all
CHAT: Apr 01 17:35:25 {name  = "Wizard 1-1 | Archer ↭", ucid = "7c9df90d395f404aabfcd0e22e6d96ae", ip = "78.173.68.44:8688", id = 15} said "no u can but  i just dont do it" to all
CHAT: Apr 01 17:35:27 {name  = "Dennis | TheRealOne", ucid = "257076b48af6fac5c7b05ea8e32e4d11", ip = "176.198.32.49:60823", id = 4} said "i spawned" to all
CHAT: Apr 01 17:35:27 {name  = "FlemishBT", ucid = "97c3dd06a80c503d800178c7c13f6bae", ip = "178.117.101.8:60119", id = 12} said "is spawned there i didnt park" to all
CHAT: Apr 01 17:35:33 {name  = "FlemishBT", ucid = "97c3dd06a80c503d800178c7c13f6bae", ip = "178.117.101.8:60119", id = 12} said "i have video proof" to all
CHAT: Apr 01 17:35:35 {name  = "Dennis | TheRealOne", ucid = "257076b48af6fac5c7b05ea8e32e4d11", ip = "176.198.32.49:60823", id = 4} said "you were an f14" to all
