CHAT: Apr 18 06:54:07 {name  = "AstroWing", ucid = "e58d630cb197508be8faf521b0e12c9a", ip = "173.238.165.166:49867", id = 7} said "game crashed lol" to all
CHAT: Apr 18 11:43:48 {name  = "Mazterkilla\"MAZ\"[GER]", ucid = "93d2a5d329b0726ded4f113e517dda1d", ip = "79.219.222.96:50050", id = 21} said "got anyone probs with game crashes?" to all
CHAT: Apr 18 11:43:55 {name  = "Anatoly", ucid = "50cee02f168a8f747c55a3fbbb9c5e87", ip = "216.54.110.50:63470", id = 18} said "yea" to all
CHAT: Apr 18 11:43:59 {name  = "Snarling_Spitz", ucid = "8723476590d4ab92fdaad02b6a477317", ip = "109.173.131.104:49752", id = 23} said "yep" to all
CHAT: Apr 18 11:44:06 {name  = "Anatoly", ucid = "50cee02f168a8f747c55a3fbbb9c5e87", ip = "216.54.110.50:63470", id = 18} said "lil bit more laggy in loading in then used to be too" to all
CHAT: Apr 18 11:44:10 {name  = "Snarling_Spitz", ucid = "8723476590d4ab92fdaad02b6a477317", ip = "109.173.131.104:49752", id = 23} said "3rd attempt was ok" to all
CHAT: Apr 18 11:45:18 {name  = "Anatoly", ucid = "50cee02f168a8f747c55a3fbbb9c5e87", ip = "216.54.110.50:63470", id = 18} said "listening to pet by APC and dropping bombs gives me 2006 OEF surge vibes" to all
CHAT: Apr 18 11:46:52 {name  = "Shiescu 1-1", ucid = "af72ecc0609419bdc6c6b79f3228c996", ip = "84.117.155.122:52682", id = 15} said "have u flown back then?" to all
CHAT: Apr 18 11:47:21 {name  = "Anatoly", ucid = "50cee02f168a8f747c55a3fbbb9c5e87", ip = "216.54.110.50:63470", id = 18} said "sadly no just a lotta gun cam footage our pilots who have been in the navy for ages" to all
CHAT: Apr 18 11:47:39 {name  = "nerdpilot", ucid = "74fcdd461b51f9929e555409dde7acf6", ip = "81.25.174.68:56985", id = 25} said "i crashed because of an fps drop :\" to all
CHAT: Apr 18 11:48:12 {name  = "nerdpilot", ucid = "74fcdd461b51f9929e555409dde7acf6", ip = "81.25.174.68:56985", id = 25} said "is anyone else having the same problem where they have only one fps for a couple of seconds?" to all
CHAT: Apr 18 11:48:27 {name  = "Shiescu 1-1", ucid = "af72ecc0609419bdc6c6b79f3228c996", ip = "84.117.155.122:52682", id = 15} said "not really, no" to all
CHAT: Apr 18 11:48:32 {name  = "Shiescu 1-1", ucid = "af72ecc0609419bdc6c6b79f3228c996", ip = "84.117.155.122:52682", id = 15} said "its smoother than before for me" to all
CHAT: Apr 18 11:48:50 {name  = "Shiescu 1-1", ucid = "af72ecc0609419bdc6c6b79f3228c996", ip = "84.117.155.122:52682", id = 15} said "but i crash to desktop much more than normal" to all
CHAT: Apr 18 11:48:58 {name  = "Cheeks 1-2", ucid = "413c75cb1885c01efeac1169bf797567", ip = "68.230.118.22:51705", id = 2} said "Yeah, I get it when I nosedive at full burner towards the ground." to all
CHAT: Apr 18 11:49:06 {name  = "Cheeks 1-2", ucid = "413c75cb1885c01efeac1169bf797567", ip = "68.230.118.22:51705", id = 2} said "But I also have DCS on a slow storage drive." to all
CHAT: Apr 18 11:49:43 {name  = "Jasper_H", ucid = "ee06ac3788fe18a6d7c38e9b7a99bd88", ip = "86.95.177.39:53792", id = 35} said "i cant see mountains" to all
CHAT: Apr 18 11:50:08 {name  = "Jasper_H", ucid = "ee06ac3788fe18a6d7c38e9b7a99bd88", ip = "86.95.177.39:53792", id = 35} said "nearly flew in one" to all
CHAT: Apr 18 11:51:28 {name  = "Anatoly", ucid = "50cee02f168a8f747c55a3fbbb9c5e87", ip = "216.54.110.50:63470", id = 18} said "got damn" to all
CHAT: Apr 18 11:56:53 {name  = "Mazterkilla\"MAZ\"[GER]", ucid = "93d2a5d329b0726ded4f113e517dda1d", ip = "79.219.222.96:50050", id = 21} said "free palestine, that was close" to all
CHAT: Apr 18 11:58:37 {name  = "Jasper_H", ucid = "ee06ac3788fe18a6d7c38e9b7a99bd88", ip = "86.95.177.39:53792", id = 35} said "inbound gaduata runway 15" to all
CHAT: Apr 18 11:59:42 {name  = "Jasper_H", ucid = "ee06ac3788fe18a6d7c38e9b7a99bd88", ip = "86.95.177.39:53792", id = 35} said "never mind" to all
CHAT: Apr 18 12:03:18 {name  = "Jasper_H", ucid = "ee06ac3788fe18a6d7c38e9b7a99bd88", ip = "86.95.177.39:53792", id = 35} said "inbound gaduata runway 15" to all
CHAT: Apr 18 12:06:03 {name  = "Ghost FA444", ucid = "cae609adbdc6a428e0b1cc8eeadec940", ip = "93.58.161.219:59543", id = 34} said "landing krasnodar" to all
CHAT: Apr 18 12:07:26 {name  = "nerdpilot", ucid = "74fcdd461b51f9929e555409dde7acf6", ip = "81.25.174.68:56985", id = 25} said "performing emergency landing at gudauta rwy33 cant go around" to all
CHAT: Apr 18 12:08:23 {name  = "BeeRay", ucid = "a381f968426e543be2397d2edfdf6802", ip = "94.173.80.171:52335", id = 3} said "yep - you #ARE shot up." to all
CHAT: Apr 18 12:08:42 {name  = "BeeRay", ucid = "a381f968426e543be2397d2edfdf6802", ip = "94.173.80.171:52335", id = 3} said "I've just been shot down for the second time by the bloody lineback near the airbase :-(" to all
CHAT: Apr 18 12:18:04 {name  = "paranoid78er", ucid = "337ab7e4c7a56234f6ff428cc1d5d11b", ip = "37.120.54.153:61801", id = 27} said "its raining in the shelter???" to all
CHAT: Apr 18 12:18:25 {name  = "Free_Palestine", ucid = "b9764f895295dbaf03ef9b20530b40a9", ip = "65.93.215.180:59718", id = 5} said "realism" to all
CHAT: Apr 18 12:19:14 {name  = "Cheeks 1-2", ucid = "413c75cb1885c01efeac1169bf797567", ip = "68.230.118.22:51705", id = 2} said "Acid rain." to all
CHAT: Apr 18 12:20:29 {name  = "Anatoly", ucid = "50cee02f168a8f747c55a3fbbb9c5e87", ip = "216.54.110.50:63470", id = 18} said "ive never fired an agm" to all
CHAT: Apr 18 12:20:31 {name  = "Anatoly", ucid = "50cee02f168a8f747c55a3fbbb9c5e87", ip = "216.54.110.50:63470", id = 18} said "tf is this talking ab" to all
CHAT: Apr 18 12:30:35 {name  = "Jasper_H", ucid = "ee06ac3788fe18a6d7c38e9b7a99bd88", ip = "86.95.177.39:53792", id = 35} said "spitz you are so lucky" to all
CHAT: Apr 18 12:31:47 {name  = "Anatoly", ucid = "50cee02f168a8f747c55a3fbbb9c5e87", ip = "216.54.110.50:63470", id = 18} said "take it slow when lining up lmfao" to all
CHAT: Apr 18 12:33:58 {name  = "小小ia圣", ucid = "72cf21410b862c1e53014efa1d788ed1", ip = "162.62.54.38:36919", id = 26} said "I can not see anything!!!!" to all
CHAT: Apr 18 12:34:38 {name  = "Anatoly", ucid = "50cee02f168a8f747c55a3fbbb9c5e87", ip = "216.54.110.50:63470", id = 18} said "isnt everyone in DCS an instrument rated pilot????" to all
CHAT: Apr 18 12:34:39 {name  = "Anatoly", ucid = "50cee02f168a8f747c55a3fbbb9c5e87", ip = "216.54.110.50:63470", id = 18} said "xD" to all
CHAT: Apr 18 12:34:42 {name  = "paranoid78er", ucid = "337ab7e4c7a56234f6ff428cc1d5d11b", ip = "37.120.54.153:61801", id = 27} said "yeah i wonder too, switch today from steam to dcs...i think it is the new weather" to all
CHAT: Apr 18 12:35:32 {name  = "Jasper_H", ucid = "ee06ac3788fe18a6d7c38e9b7a99bd88", ip = "86.95.177.39:53792", id = 35} said "my eyes are the best instruments" to all
CHAT: Apr 18 12:36:39 {name  = "Direful Tiger", ucid = "606b3219538f69a2c4571c9b8e34eab3", ip = "37.3.82.136:55278", id = 30} said "COMING IN TO LAND STENNIS EAST" to all
CHAT: Apr 18 12:40:23 {name  = "Snarling_Spitz", ucid = "8723476590d4ab92fdaad02b6a477317", ip = "109.173.131.104:49752", id = 23} said "WOW .... great F14!" to all
CHAT: Apr 18 12:41:17 {name  = "Anatoly", ucid = "50cee02f168a8f747c55a3fbbb9c5e87", ip = "216.54.110.50:63470", id = 18} said "carrier landings in this weather are fun" to all
CHAT: Apr 18 12:42:04 {name  = "Direful Tiger", ucid = "606b3219538f69a2c4571c9b8e34eab3", ip = "37.3.82.136:55278", id = 30} said "just crashed trying to land on carrier" to all
CHAT: Apr 18 12:42:33 {name  = "Direful Tiger", ucid = "606b3219538f69a2c4571c9b8e34eab3", ip = "37.3.82.136:55278", id = 30} said "anyone know if acl freq is the same as icls frequency?" to all
CHAT: Apr 18 12:43:29 {name  = "Anatoly", ucid = "50cee02f168a8f747c55a3fbbb9c5e87", ip = "216.54.110.50:63470", id = 18} said "icls at least in real life doesnt work on regular runways" to all
CHAT: Apr 18 12:43:39 {name  = "Anatoly", ucid = "50cee02f168a8f747c55a3fbbb9c5e87", ip = "216.54.110.50:63470", id = 18} said "need a support equipment ICLS transmitter or some shit" to all
CHAT: Apr 18 12:43:44 {name  = "Snarling_Spitz", ucid = "8723476590d4ab92fdaad02b6a477317", ip = "109.173.131.104:49752", id = 23} said "nice action heli" to all
CHAT: Apr 18 12:43:49 {name  = "Anatoly", ucid = "50cee02f168a8f747c55a3fbbb9c5e87", ip = "216.54.110.50:63470", id = 18} said "so probably not since this games somewhat realistic" to all
CHAT: Apr 18 12:45:05 {name  = "Anatoly", ucid = "50cee02f168a8f747c55a3fbbb9c5e87", ip = "216.54.110.50:63470", id = 18} said "mike preplan those bombs ya got for the outside targets pls" to all
CHAT: Apr 18 12:45:15 {name  = "Anatoly", ucid = "50cee02f168a8f747c55a3fbbb9c5e87", ip = "216.54.110.50:63470", id = 18} said "im hitting main targets with LGBs" to all
CHAT: Apr 18 12:56:50 {name  = "Jasper_H", ucid = "ee06ac3788fe18a6d7c38e9b7a99bd88", ip = "86.95.177.39:53792", id = 35} said "im gonna try to land on a carier" to all
CHAT: Apr 18 12:57:56 {name  = "Anatoly", ucid = "50cee02f168a8f747c55a3fbbb9c5e87", ip = "216.54.110.50:63470", id = 18} said "best of luck in the 33" to all
CHAT: Apr 18 12:58:04 {name  = "Jasper_H", ucid = "ee06ac3788fe18a6d7c38e9b7a99bd88", ip = "86.95.177.39:53792", id = 35} said "thx XD" to all
CHAT: Apr 18 12:58:35 {name  = "Anatoly", ucid = "50cee02f168a8f747c55a3fbbb9c5e87", ip = "216.54.110.50:63470", id = 18} said "not sure if it has as good of nav for that kinda stuff as a the hornet or not" to all
CHAT: Apr 18 12:58:56 {name  = "Jasper_H", ucid = "ee06ac3788fe18a6d7c38e9b7a99bd88", ip = "86.95.177.39:53792", id = 35} said "it has not" to all
CHAT: Apr 18 12:59:00 {name  = "Jasper_H", ucid = "ee06ac3788fe18a6d7c38e9b7a99bd88", ip = "86.95.177.39:53792", id = 35} said "just my eyes" to all
CHAT: Apr 18 12:59:05 {name  = "Anatoly", ucid = "50cee02f168a8f747c55a3fbbb9c5e87", ip = "216.54.110.50:63470", id = 18} said "like real man" to all
CHAT: Apr 18 13:01:01 {name  = "Jasper_H", ucid = "ee06ac3788fe18a6d7c38e9b7a99bd88", ip = "86.95.177.39:53792", id = 35} said "i mised the cabel" to all
CHAT: Apr 18 13:01:39 {name  = "ThierryLhermite", ucid = "fe955792d77fb1c3c74d442e1d5aff7a", ip = "77.153.216.48:50032", id = 29} said "JEEZ The clouds !" to all
CHAT: Apr 18 13:02:06 {name  = "Anatoly", ucid = "50cee02f168a8f747c55a3fbbb9c5e87", ip = "216.54.110.50:63470", id = 18} said "everyones first comment when they join" to all
CHAT: Apr 18 13:02:10 {name  = "Anatoly", ucid = "50cee02f168a8f747c55a3fbbb9c5e87", ip = "216.54.110.50:63470", id = 18} said "is ab the weather" to all
CHAT: Apr 18 13:02:19 {name  = "ThierryLhermite", ucid = "fe955792d77fb1c3c74d442e1d5aff7a", ip = "77.153.216.48:50032", id = 29} said "XD" to all
CHAT: Apr 18 13:02:22 {name  = "Snarling_Spitz", ucid = "8723476590d4ab92fdaad02b6a477317", ip = "109.173.131.104:49752", id = 23} said "+1 they" to all
CHAT: Apr 18 13:05:33 {name  = "Anatoly", ucid = "50cee02f168a8f747c55a3fbbb9c5e87", ip = "216.54.110.50:63470", id = 18} said "dropping a whole gbu on one guy" to all
CHAT: Apr 18 13:05:35 {name  = "Anatoly", ucid = "50cee02f168a8f747c55a3fbbb9c5e87", ip = "216.54.110.50:63470", id = 18} said "cuz fuck him" to all
CHAT: Apr 18 13:05:44 {name  = "Cheeks 1-2", ucid = "413c75cb1885c01efeac1169bf797567", ip = "68.230.118.22:51705", id = 2} said "It's not his problem anymore. :)" to all
CHAT: Apr 18 13:06:01 {name  = "Anatoly", ucid = "50cee02f168a8f747c55a3fbbb9c5e87", ip = "216.54.110.50:63470", id = 18} said "nvm it didnt track the JTACs lase" to all
CHAT: Apr 18 13:06:07 {name  = "Anatoly", ucid = "50cee02f168a8f747c55a3fbbb9c5e87", ip = "216.54.110.50:63470", id = 18} said ":(" to all
CHAT: Apr 18 13:08:04 {name  = "Anatoly", ucid = "50cee02f168a8f747c55a3fbbb9c5e87", ip = "216.54.110.50:63470", id = 18} said "now im rtb to the ship" to all
CHAT: Apr 18 13:08:10 {name  = "Anatoly", ucid = "50cee02f168a8f747c55a3fbbb9c5e87", ip = "216.54.110.50:63470", id = 18} said "see if i can land this puppy" to all
CHAT: Apr 18 13:11:40 {name  = "Hydrax", ucid = "7f2c9429ef35464b56990922e1b6839f", ip = "151.227.140.164:64261", id = 33} said "-motd" to all (output suppressed by Slmod)
CHAT: Apr 18 13:12:08 {name  = "Anatoly", ucid = "50cee02f168a8f747c55a3fbbb9c5e87", ip = "216.54.110.50:63470", id = 18} said "lining this approach up all by ICLS and TCN is mental" to all
CHAT: Apr 18 13:12:46 {name  = "Anatoly", ucid = "50cee02f168a8f747c55a3fbbb9c5e87", ip = "216.54.110.50:63470", id = 18} said "on approach for stennis east" to all
CHAT: Apr 18 13:13:13 {name  = "Anatoly", ucid = "50cee02f168a8f747c55a3fbbb9c5e87", ip = "216.54.110.50:63470", id = 18} said "bingo fuel too" to all
CHAT: Apr 18 13:15:55 {name  = "Cheeks 1-2", ucid = "413c75cb1885c01efeac1169bf797567", ip = "68.230.118.22:51705", id = 2} said "lol that's a mountain" to all
CHAT: Apr 18 13:42:03 {name  = "Anatoly", ucid = "50cee02f168a8f747c55a3fbbb9c5e87", ip = "216.54.110.50:63470", id = 18} said "in the break for east cvn 74" to all
TEAM HIT: Apr 18 13:53:39 {players = {1 = {name  = "RoXanA", ucid = "5bad00b790c15fb5b66cc8bdf0137609", ip = "188.193.54.198:56004", id = 23}1 = {name = Razorice with AIM-120C-5
CHAT: Apr 18 13:53:56 {name  = "Razorice", ucid = "a7f1f9219c60a9ddc593ff1ccbd6b2bd", ip = "79.238.73.56:65088", id = 16} said "n1 :D" to all
TEAM KILL: Apr 18 13:54:29 {players = {1 = {name  = "RoXanA", ucid = "5bad00b790c15fb5b66cc8bdf0137609", ip = "nil", id = 23}1 = {name = Razorice with AIM-120C-5
CHAT: Apr 18 14:00:36 {name  = "Anatoly", ucid = "50cee02f168a8f747c55a3fbbb9c5e87", ip = "216.54.110.50:63470", id = 18} said "kosta ya know they got auto lase right?" to all
CHAT: Apr 18 14:00:47 {name  = "Anatoly", ucid = "50cee02f168a8f747c55a3fbbb9c5e87", ip = "216.54.110.50:63470", id = 18} said "tryna dive bomb w a flir pod aint the best" to all
CHAT: Apr 18 14:01:46 {name  = "RoosTa", ucid = "18a5892bccb41cede4ddfc07b692b4a3", ip = "102.182.98.234:53808", id = 7} said "-motd" to all (output suppressed by Slmod)
CHAT: Apr 18 14:14:31 {name  = "Fiery_Ginger", ucid = "dd5876254397f27accdceb9d79e9bf89", ip = "62.65.215.200:63691", id = 27} said "damn i hate when clouds cover teh target" to all
CHAT: Apr 18 14:17:53 {name  = "Fiery_Ginger", ucid = "dd5876254397f27accdceb9d79e9bf89", ip = "62.65.215.200:63691", id = 27} said "ok 800feet not smart" to all
CHAT: Apr 18 14:18:09 {name  = "Fiery_Ginger", ucid = "dd5876254397f27accdceb9d79e9bf89", ip = "62.65.215.200:63691", id = 27} said "cant see shit" to all
CHAT: Apr 18 14:18:17 {name  = "Fiery_Ginger", ucid = "dd5876254397f27accdceb9d79e9bf89", ip = "62.65.215.200:63691", id = 27} said "almost flew into the ocean" to all
CHAT: Apr 18 14:26:59 {name  = "Razorice", ucid = "a7f1f9219c60a9ddc593ff1ccbd6b2bd", ip = "79.238.73.56:65088", id = 16} said "fuck xD" to all
CHAT: Apr 18 14:27:03 {name  = "Anatoly", ucid = "50cee02f168a8f747c55a3fbbb9c5e87", ip = "216.54.110.50:63470", id = 18} said "ive managed to land on the carrier 4 times in a row" to all
CHAT: Apr 18 14:27:12 {name  = "Anatoly", ucid = "50cee02f168a8f747c55a3fbbb9c5e87", ip = "216.54.110.50:63470", id = 18} said "same bird for 5 sorties lets see if i can land a fifth" to all
CHAT: Apr 18 14:28:26 {name  = "Fiery_Ginger", ucid = "dd5876254397f27accdceb9d79e9bf89", ip = "62.65.215.200:63691", id = 27} said "how do engage alt hold?" to all
CHAT: Apr 18 14:28:33 {name  = "Fiery_Ginger", ucid = "dd5876254397f27accdceb9d79e9bf89", ip = "62.65.215.200:63691", id = 27} said "f18" to all
CHAT: Apr 18 14:28:41 {name  = "Anatoly", ucid = "50cee02f168a8f747c55a3fbbb9c5e87", ip = "216.54.110.50:63470", id = 18} said "A/P on UFC" to all
CHAT: Apr 18 14:28:45 {name  = "Anatoly", ucid = "50cee02f168a8f747c55a3fbbb9c5e87", ip = "216.54.110.50:63470", id = 18} said "then balt or ralt" to all
CHAT: Apr 18 14:28:49 {name  = "Anatoly", ucid = "50cee02f168a8f747c55a3fbbb9c5e87", ip = "216.54.110.50:63470", id = 18} said "i suggest balt" to all
CHAT: Apr 18 14:28:54 {name  = "Fiery_Ginger", ucid = "dd5876254397f27accdceb9d79e9bf89", ip = "62.65.215.200:63691", id = 27} said "yeah but its says error" to all
CHAT: Apr 18 14:29:04 {name  = "Anatoly", ucid = "50cee02f168a8f747c55a3fbbb9c5e87", ip = "216.54.110.50:63470", id = 18} said "never seen that before" to all
CHAT: Apr 18 14:29:14 {name  = "Anatoly", ucid = "50cee02f168a8f747c55a3fbbb9c5e87", ip = "216.54.110.50:63470", id = 18} said "whats your alt" to all
CHAT: Apr 18 14:29:17 {name  = "Fiery_Ginger", ucid = "dd5876254397f27accdceb9d79e9bf89", ip = "62.65.215.200:63691", id = 27} said "maybe im using it wronh" to all
CHAT: Apr 18 14:29:21 {name  = "Fiery_Ginger", ucid = "dd5876254397f27accdceb9d79e9bf89", ip = "62.65.215.200:63691", id = 27} said "24kfeet" to all
CHAT: Apr 18 14:29:35 {name  = "Anatoly", ucid = "50cee02f168a8f747c55a3fbbb9c5e87", ip = "216.54.110.50:63470", id = 18} said "go to your backup alt and tell me your qnh setting" to all
CHAT: Apr 18 14:29:51 {name  = "Anatoly", ucid = "50cee02f168a8f747c55a3fbbb9c5e87", ip = "216.54.110.50:63470", id = 18} said "should be 29.13" to all
CHAT: Apr 18 14:29:54 {name  = "Fiery_Ginger", ucid = "dd5876254397f27accdceb9d79e9bf89", ip = "62.65.215.200:63691", id = 27} said "pls talk new do dcs language" to all
CHAT: Apr 18 14:29:58 {name  = "Fiery_Ginger", ucid = "dd5876254397f27accdceb9d79e9bf89", ip = "62.65.215.200:63691", id = 27} said "2.9" to all
CHAT: Apr 18 14:30:08 {name  = "Anatoly", ucid = "50cee02f168a8f747c55a3fbbb9c5e87", ip = "216.54.110.50:63470", id = 18} said "bottom right front panel" to all
CHAT: Apr 18 14:30:11 {name  = "Anatoly", ucid = "50cee02f168a8f747c55a3fbbb9c5e87", ip = "216.54.110.50:63470", id = 18} said "left of tail hook" to all
CHAT: Apr 18 14:30:15 {name  = "Fiery_Ginger", ucid = "dd5876254397f27accdceb9d79e9bf89", ip = "62.65.215.200:63691", id = 27} said "its 2.8now" to all
CHAT: Apr 18 14:30:16 {name  = "Anatoly", ucid = "50cee02f168a8f747c55a3fbbb9c5e87", ip = "216.54.110.50:63470", id = 18} said "says alt" to all
CHAT: Apr 18 14:30:22 {name  = "Anatoly", ucid = "50cee02f168a8f747c55a3fbbb9c5e87", ip = "216.54.110.50:63470", id = 18} said "the middle lower numbers" to all
CHAT: Apr 18 14:30:49 {name  = "Fiery_Ginger", ucid = "dd5876254397f27accdceb9d79e9bf89", ip = "62.65.215.200:63691", id = 27} said "its past 50 and 5" to all
CHAT: Apr 18 14:30:50 {name  = "Anatoly", ucid = "50cee02f168a8f747c55a3fbbb9c5e87", ip = "216.54.110.50:63470", id = 18} said "little knob on the left of the gauge should go left and right" to all
CHAT: Apr 18 14:31:39 {name  = "Anatoly", ucid = "50cee02f168a8f747c55a3fbbb9c5e87", ip = "216.54.110.50:63470", id = 18} said "set it to 29.13" to all
CHAT: Apr 18 14:31:53 {name  = "Fiery_Ginger", ucid = "dd5876254397f27accdceb9d79e9bf89", ip = "62.65.215.200:63691", id = 27} said "okay" to all
CHAT: Apr 18 14:31:54 {name  = "Fiery_Ginger", ucid = "dd5876254397f27accdceb9d79e9bf89", ip = "62.65.215.200:63691", id = 27} said "i did it" to all
CHAT: Apr 18 14:32:07 {name  = "Anatoly", ucid = "50cee02f168a8f747c55a3fbbb9c5e87", ip = "216.54.110.50:63470", id = 18} said "did your alt change at all" to all
CHAT: Apr 18 14:32:17 {name  = "Fiery_Ginger", ucid = "dd5876254397f27accdceb9d79e9bf89", ip = "62.65.215.200:63691", id = 27} said "okay im over my taget now brb" to all
CHAT: Apr 18 14:32:50 {name  = "Fiery_Ginger", ucid = "dd5876254397f27accdceb9d79e9bf89", ip = "62.65.215.200:63691", id = 27} said "this is a bad idea" to all
CHAT: Apr 18 14:33:27 {name  = "Fiery_Ginger", ucid = "dd5876254397f27accdceb9d79e9bf89", ip = "62.65.215.200:63691", id = 27} said "well acoring do my altimeter i was at 10000deet" to all
CHAT: Apr 18 14:33:36 {name  = "Fiery_Ginger", ucid = "dd5876254397f27accdceb9d79e9bf89", ip = "62.65.215.200:63691", id = 27} said "that weahter sucks" to all
CHAT: Apr 18 14:37:02 {name  = "Fiery_Ginger", ucid = "dd5876254397f27accdceb9d79e9bf89", ip = "62.65.215.200:63691", id = 27} said "sometjing wrong with my plane" to all
CHAT: Apr 18 14:37:24 {name  = "Fiery_Ginger", ucid = "dd5876254397f27accdceb9d79e9bf89", ip = "62.65.215.200:63691", id = 27} said "f18 sure does fdly itself" to all
CHAT: Apr 18 14:38:45 {name  = "Anatoly", ucid = "50cee02f168a8f747c55a3fbbb9c5e87", ip = "216.54.110.50:63470", id = 18} said "last landing for the day was a perfect case 1 and a perfect approach and landing, never end on a bad" to all
CHAT: Apr 18 14:38:47 {name  = "Anatoly", ucid = "50cee02f168a8f747c55a3fbbb9c5e87", ip = "216.54.110.50:63470", id = 18} said "landing" to all
CHAT: Apr 18 14:38:55 {name  = "Fiery_Ginger", ucid = "dd5876254397f27accdceb9d79e9bf89", ip = "62.65.215.200:63691", id = 27} said "my engines wnet off" to all
CHAT: Apr 18 14:39:25 {name  = "Fiery_Ginger", ucid = "dd5876254397f27accdceb9d79e9bf89", ip = "62.65.215.200:63691", id = 27} said "damn ejeckted at last second" to all
CHAT: Apr 18 14:39:45 {name  = "Fiery_Ginger", ucid = "dd5876254397f27accdceb9d79e9bf89", ip = "62.65.215.200:63691", id = 27} said "did i just ejeckt at 1500feet?" to all
CHAT: Apr 18 14:40:00 {name  = "Fiery_Ginger", ucid = "dd5876254397f27accdceb9d79e9bf89", ip = "62.65.215.200:63691", id = 27} said "nope lower" to all
TEAM HIT: Apr 18 14:48:15 {players = {1 = {name  = "KalaiS", ucid = "c7cb723635211629139ee351a7b1cf2e", ip = "37.4.253.68:20733", id = 8}1 = {name = Holly with AIM-9X
TEAM HIT: Apr 18 14:48:29 {players = {1 = {name  = "KalaiS", ucid = "c7cb723635211629139ee351a7b1cf2e", ip = "37.4.253.68:20733", id = 8}1 = {name = Holly with AIM-9X
TEAM KILL: Apr 18 14:48:53 {players = {1 = {name  = "KalaiS", ucid = "c7cb723635211629139ee351a7b1cf2e", ip = "nil", id = 8}1 = {name = Holly with AIM-9X
CHAT: Apr 18 14:53:13 {name  = "BeeRay", ucid = "a381f968426e543be2397d2edfdf6802", ip = "94.173.80.171:54908", id = 5} said "mtt:  Sochi SA11 and 15?" to all
CHAT: Apr 18 14:53:52 {name  = "mtt641", ucid = "20eba04acdb5621443853dcee841d1d3", ip = "86.130.147.140:49969", id = 2} said "sure" to all
CHAT: Apr 18 15:07:12 {name  = "mtt641", ucid = "20eba04acdb5621443853dcee841d1d3", ip = "86.130.147.140:49969", id = 2} said "Here's a Q, how come the carrier crew ignore you sometimes?" to all
TEAM HIT: Apr 18 15:14:11 {players = {1 = {name  = "[VMFG 6] Horafym", ucid = "0600ba61329afabddc3991e95563df64", ip = "92.208.146.1:50853", id = 12}1 = {name = New Static Object #203 with M134 Minigun
TEAM HIT: Apr 18 15:14:12 {players = {1 = {name  = "[VMFG 6] Horafym", ucid = "0600ba61329afabddc3991e95563df64", ip = "92.208.146.1:50853", id = 12}1 = {name = New Static Object #203 with M134 Minigun
TEAM HIT: Apr 18 15:14:34 {players = {1 = {name  = "[VMFG 6] Horafym", ucid = "0600ba61329afabddc3991e95563df64", ip = "92.208.146.1:50853", id = 12}1 = {name = New Static Object #203 with M134 Minigun
TEAM HIT: Apr 18 15:14:39 {players = {1 = {name  = "[VMFG 6] Horafym", ucid = "0600ba61329afabddc3991e95563df64", ip = "92.208.146.1:50853", id = 12}1 = {name = Neurus with M134 Minigun
TEAM HIT: Apr 18 15:15:22 {players = {1 = {name  = "[VMFG 6] Horafym", ucid = "0600ba61329afabddc3991e95563df64", ip = "92.208.146.1:50853", id = 12}1 = {name = New Static Object #203 with M134 Minigun
TEAM KILL: Apr 18 15:16:19 {players = {1 = {name  = "[VMFG 6] Horafym", ucid = "0600ba61329afabddc3991e95563df64", ip = "nil", id = 12}1 = {name = New Static Object #203 with M134 Minigun
CHAT: Apr 18 15:18:58 {name  = "Mike 1-1 Midget", ucid = "89d8287ce738f1d8ec21a8c5f944bcdc", ip = "165.73.184.92:54337", id = 3} said "-motd" to all (output suppressed by Slmod)
CHAT: Apr 18 15:27:15 {name  = "Venom - Maverick", ucid = "c04ee66675910bfdf05ae0e9431c2338", ip = "92.192.123.128:64122", id = 20} said "???" to all
CHAT: Apr 18 15:42:52 {name  = "ImperfeKt [IN]", ucid = "ed680c78ba84cc2d50da2763bb76d165", ip = "103.216.140.196:52446", id = 15} said "I think now I am starting to understand the power of Su-27" to all
CHAT: Apr 18 15:43:20 {name  = "Dennis | TheRealOne", ucid = "257076b48af6fac5c7b05ea8e32e4d11", ip = "176.198.32.49:52036", id = 29} said "i changed from 18 to 16 and love the fact that the radar is working as it should" to all
CHAT: Apr 18 15:47:56 {name  = "WolFrame", ucid = "0447e2c8af516c2924b9983b948b2549", ip = "89.250.8.60:64401", id = 40} said "why i cant move litenong marker on aav8?" to all
CHAT: Apr 18 15:48:05 {name  = "WolFrame", ucid = "0447e2c8af516c2924b9983b948b2549", ip = "89.250.8.60:64401", id = 40} said "ъ" to all
CHAT: Apr 18 15:48:42 {name  = "BeeRay", ucid = "a381f968426e543be2397d2edfdf6802", ip = "94.173.80.171:54908", id = 5} said "Back soon guys, thanks for the backup ;-)" to all
TEAM HIT: Apr 18 15:57:27 {players = {1 = {name  = "Peppers", ucid = "8455705d97f7858127ac6b93d5d2349e", ip = "212.237.135.11:17274", id = 31}1 = {name = ImperfeKt [IN] with R-27ET (AA-10 Alamo D)
CHAT: Apr 18 15:57:32 {name  = "ImperfeKt [IN]", ucid = "ed680c78ba84cc2d50da2763bb76d165", ip = "103.216.140.196:52446", id = 15} said "??" to all
