CHAT: Feb 28 03:10:48 {name  = "Bad Idea Hat", ucid = "bbf19995f3fd39fb3a7efda3063b4b66", ip = "184.54.123.71:64220", id = 5} said "-motd" to all (output suppressed by Slmod)
CHAT: Mar 01 05:38:03 {name  = "Hooker", ucid = "d895aa103fd36a262b992e34cb181ffb", ip = "66.27.72.105:12878", id = 9} said "yea %" to all
CHAT: Mar 01 05:38:04 {name  = "Hooker", ucid = "d895aa103fd36a262b992e34cb181ffb", ip = "66.27.72.105:12878", id = 9} said "^" to all
CHAT: Mar 01 05:38:05 {name  = "Nightmare 1-1 | Falinov", ucid = "0263de1f9a6ee77b60cdfbbcd7ea09f5", ip = "97.118.127.61:62094", id = 15} said "its gonna be off by exactly 4 to 5 degrees" to all
CHAT: Mar 01 05:38:29 {name  = "Nightmare 1-1 | Falinov", ucid = "0263de1f9a6ee77b60cdfbbcd7ea09f5", ip = "97.118.127.61:62094", id = 15} said "and" to all
CHAT: Mar 01 05:38:29 {name  = "BraydenM8", ucid = "eb2e9de57675fa50eb4a078ce084fb01", ip = "75.137.140.186:50034", id = 5} said "yea my hud is 4 degrees to the left off" to all
CHAT: Mar 01 05:38:30 {name  = "Nightmare 1-1 | Falinov", ucid = "0263de1f9a6ee77b60cdfbbcd7ea09f5", ip = "97.118.127.61:62094", id = 15} said "again" to all
CHAT: Mar 01 05:38:35 {name  = "Nightmare 1-1 | Falinov", ucid = "0263de1f9a6ee77b60cdfbbcd7ea09f5", ip = "97.118.127.61:62094", id = 15} said "you are not armed" to all
CHAT: Mar 01 05:38:38 {name  = "BraydenM8", ucid = "eb2e9de57675fa50eb4a078ce084fb01", ip = "75.137.140.186:50034", id = 5} said "whats your point" to all
CHAT: Mar 01 05:38:40 {name  = "Nightmare 1-1 | Falinov", ucid = "0263de1f9a6ee77b60cdfbbcd7ea09f5", ip = "97.118.127.61:62094", id = 15} said "and i bet you do not have data link either" to all
CHAT: Mar 01 05:38:58 {name  = "BraydenM8", ucid = "eb2e9de57675fa50eb4a078ce084fb01", ip = "75.137.140.186:50034", id = 5} said "im not even arming bc im not flying this plane for long" to all
CHAT: Mar 01 05:39:03 {name  = "Hooker", ucid = "d895aa103fd36a262b992e34cb181ffb", ip = "66.27.72.105:12878", id = 9} said "i call BS on this align" to all
CHAT: Mar 01 05:39:05 {name  = "Nightmare 1-1 | Falinov", ucid = "0263de1f9a6ee77b60cdfbbcd7ea09f5", ip = "97.118.127.61:62094", id = 15} said "lol" to all
CHAT: Mar 01 05:39:11 {name  = "BraydenM8", ucid = "eb2e9de57675fa50eb4a078ce084fb01", ip = "75.137.140.186:50034", id = 5} said "i dont understand smh" to all
CHAT: Mar 01 05:39:24 {name  = "Hooker", ucid = "d895aa103fd36a262b992e34cb181ffb", ip = "66.27.72.105:12878", id = 9} said "wait are u modding?" to all
CHAT: Mar 01 05:39:31 {name  = "Nightmare 1-1 | Falinov", ucid = "0263de1f9a6ee77b60cdfbbcd7ea09f5", ip = "97.118.127.61:62094", id = 15} said "fuck no" to all
CHAT: Mar 01 05:39:34 {name  = "BraydenM8", ucid = "eb2e9de57675fa50eb4a078ce084fb01", ip = "75.137.140.186:50034", id = 5} said "i hate this thing for anything other than a2a" to all
CHAT: Mar 01 05:39:37 {name  = "Nightmare 1-1 | Falinov", ucid = "0263de1f9a6ee77b60cdfbbcd7ea09f5", ip = "97.118.127.61:62094", id = 15} said "im still legit client from last event" to all
CHAT: Mar 01 05:39:41 {name  = "Nightmare 1-1 | Falinov", ucid = "0263de1f9a6ee77b60cdfbbcd7ea09f5", ip = "97.118.127.61:62094", id = 15} said "did an event today" to all
CHAT: Mar 01 05:40:16 {name  = "Hooker", ucid = "d895aa103fd36a262b992e34cb181ffb", ip = "66.27.72.105:12878", id = 9} said "record proof?" to all
CHAT: Mar 01 05:41:28 {name  = "Nightmare 1-1 | Falinov", ucid = "0263de1f9a6ee77b60cdfbbcd7ea09f5", ip = "97.118.127.61:62094", id = 15} said "nah not going to can do it live if that makes you feel better" to all
CHAT: Mar 01 05:41:34 {name  = "Hooker", ucid = "d895aa103fd36a262b992e34cb181ffb", ip = "66.27.72.105:12878", id = 9} said "sure" to all
CHAT: Mar 01 05:42:25 {name  = "BraydenM8", ucid = "eb2e9de57675fa50eb4a078ce084fb01", ip = "75.137.140.186:50034", id = 5} said "i dont understand why you are racing for the fastest alignment time" to all
CHAT: Mar 01 05:42:33 {name  = "Hooker", ucid = "d895aa103fd36a262b992e34cb181ffb", ip = "66.27.72.105:12878", id = 9} said "me neither lol" to all
CHAT: Mar 01 05:42:38 {name  = "Hooker", ucid = "d895aa103fd36a262b992e34cb181ffb", ip = "66.27.72.105:12878", id = 9} said "just hela confused" to all
CHAT: Mar 01 05:42:38 {name  = "Nightmare 1-1 | Falinov", ucid = "0263de1f9a6ee77b60cdfbbcd7ea09f5", ip = "97.118.127.61:62094", id = 15} said "gets me into the air faster" to all
CHAT: Mar 01 05:42:52 {name  = "Nightmare 1-1 | Falinov", ucid = "0263de1f9a6ee77b60cdfbbcd7ea09f5", ip = "97.118.127.61:62094", id = 15} said "allows me establish cap" to all
CHAT: Mar 01 05:43:00 {name  = "BraydenM8", ucid = "eb2e9de57675fa50eb4a078ce084fb01", ip = "75.137.140.186:50034", id = 5} said "and? not by much lmao" to all
CHAT: Mar 01 05:43:06 {name  = "Hooker", ucid = "d895aa103fd36a262b992e34cb181ffb", ip = "66.27.72.105:12878", id = 9} said "just use STR hdg no biggie" to all
CHAT: Mar 01 05:43:12 {name  = "BraydenM8", ucid = "eb2e9de57675fa50eb4a078ce084fb01", ip = "75.137.140.186:50034", id = 5} said "yeah" to all
CHAT: Mar 01 05:43:15 {name  = "Nightmare 1-1 | Falinov", ucid = "0263de1f9a6ee77b60cdfbbcd7ea09f5", ip = "97.118.127.61:62094", id = 15} said "wont be allowed on this upcoming event" to all
CHAT: Mar 01 05:43:18 {name  = "Nightmare 1-1 | Falinov", ucid = "0263de1f9a6ee77b60cdfbbcd7ea09f5", ip = "97.118.127.61:62094", id = 15} said "they will be cold dead" to all
CHAT: Mar 01 05:43:18 {name  = "Nightmare 1-1 | Falinov", ucid = "0263de1f9a6ee77b60cdfbbcd7ea09f5", ip = "97.118.127.61:62094", id = 15} said "^_^" to all
CHAT: Mar 01 05:43:32 {name  = "BraydenM8", ucid = "eb2e9de57675fa50eb4a078ce084fb01", ip = "75.137.140.186:50034", id = 5} said "then lie" to all
CHAT: Mar 01 05:43:50 {name  = "Nightmare 1-1 | Falinov", ucid = "0263de1f9a6ee77b60cdfbbcd7ea09f5", ip = "97.118.127.61:62094", id = 15} said "man you are one salty mofo you know that?" to all
CHAT: Mar 01 05:43:50 {name  = "Nightmare 1-1 | Falinov", ucid = "0263de1f9a6ee77b60cdfbbcd7ea09f5", ip = "97.118.127.61:62094", id = 15} said "lol" to all
CHAT: Mar 01 05:44:04 {name  = "Nightmare 1-1 | Falinov", ucid = "0263de1f9a6ee77b60cdfbbcd7ea09f5", ip = "97.118.127.61:62094", id = 15} said "you dont like the airframe i get it" to all
CHAT: Mar 01 05:44:05 {name  = "Nightmare 1-1 | Falinov", ucid = "0263de1f9a6ee77b60cdfbbcd7ea09f5", ip = "97.118.127.61:62094", id = 15} said "but christ" to all
CHAT: Mar 01 05:44:06 {name  = "BraydenM8", ucid = "eb2e9de57675fa50eb4a078ce084fb01", ip = "75.137.140.186:50034", id = 5} said "salty ab what lol" to all
CHAT: Mar 01 05:44:09 {name  = "Nightmare 1-1 | Falinov", ucid = "0263de1f9a6ee77b60cdfbbcd7ea09f5", ip = "97.118.127.61:62094", id = 15} said "can you be any more negative?" to all
CHAT: Mar 01 05:44:15 {name  = "BraydenM8", ucid = "eb2e9de57675fa50eb4a078ce084fb01", ip = "75.137.140.186:50034", id = 5} said "im joking" to all
CHAT: Mar 01 05:44:15 {name  = "Hooker", ucid = "d895aa103fd36a262b992e34cb181ffb", ip = "66.27.72.105:12878", id = 9} said "tomcat for real men >:)" to all
CHAT: Mar 01 05:44:24 {name  = "BraydenM8", ucid = "eb2e9de57675fa50eb4a078ce084fb01", ip = "75.137.140.186:50034", id = 5} said "yeah i can if youd like" to all
CHAT: Mar 01 05:44:25 {name  = "Nightmare 1-1 | Falinov", ucid = "0263de1f9a6ee77b60cdfbbcd7ea09f5", ip = "97.118.127.61:62094", id = 15} said "havent messed with it yet ^_^" to all
CHAT: Mar 01 05:44:26 {name  = "Jeep Rescue", ucid = "1e814a3acc7bc4d4fe89f8ee907c878c", ip = "174.51.87.221:49484", id = 6} said "how did you get a stealth bomber lol? awesomeairplanememes?" to all
CHAT: Mar 01 05:44:30 {name  = "Nightmare 1-1 | Falinov", ucid = "0263de1f9a6ee77b60cdfbbcd7ea09f5", ip = "97.118.127.61:62094", id = 15} said "looking forward to it" to all
CHAT: Mar 01 05:44:38 {name  = "AwesomeAirplaneMemes", ucid = "ef558bbee0c554de080c39f4fb5fc886", ip = "99.135.33.168:60038", id = 7} said "it is a mod that came out" to all
CHAT: Mar 01 05:44:54 {name  = "Jeep Rescue", ucid = "1e814a3acc7bc4d4fe89f8ee907c878c", ip = "174.51.87.221:49484", id = 6} said "nice!!" to all
CHAT: Mar 01 05:44:56 {name  = "AwesomeAirplaneMemes", ucid = "ef558bbee0c554de080c39f4fb5fc886", ip = "99.135.33.168:60038", id = 7} said "it replaces the old f-117 model and it has a cockpit that is partially animated" to all
CHAT: Mar 01 05:45:03 {name  = "AwesomeAirplaneMemes", ucid = "ef558bbee0c554de080c39f4fb5fc886", ip = "99.135.33.168:60038", id = 7} said "its actually pretty fun" to all
CHAT: Mar 01 05:45:05 {name  = "BraydenM8", ucid = "eb2e9de57675fa50eb4a078ce084fb01", ip = "75.137.140.186:50034", id = 5} said "they should add support for the herc mod" to all
CHAT: Mar 01 05:45:31 {name  = "AwesomeAirplaneMemes", ucid = "ef558bbee0c554de080c39f4fb5fc886", ip = "99.135.33.168:60038", id = 7} said "i know a way to make the herc mod work" to all
CHAT: Mar 01 05:45:40 {name  = "AwesomeAirplaneMemes", ucid = "ef558bbee0c554de080c39f4fb5fc886", ip = "99.135.33.168:60038", id = 7} said "in theory" to all
CHAT: Mar 01 05:45:43 {name  = "BraydenM8", ucid = "eb2e9de57675fa50eb4a078ce084fb01", ip = "75.137.140.186:50034", id = 5} said "how" to all
CHAT: Mar 01 05:45:43 {name  = "AwesomeAirplaneMemes", ucid = "ef558bbee0c554de080c39f4fb5fc886", ip = "99.135.33.168:60038", id = 7} said "im too lazy to bother though" to all
CHAT: Mar 01 05:45:51 {name  = "AwesomeAirplaneMemes", ucid = "ef558bbee0c554de080c39f4fb5fc886", ip = "99.135.33.168:60038", id = 7} said "so basically there is a c-130 already" to all
CHAT: Mar 01 05:45:54 {name  = "BraydenM8", ucid = "eb2e9de57675fa50eb4a078ce084fb01", ip = "75.137.140.186:50034", id = 5} said "o" to all
CHAT: Mar 01 05:45:57 {name  = "AwesomeAirplaneMemes", ucid = "ef558bbee0c554de080c39f4fb5fc886", ip = "99.135.33.168:60038", id = 7} said "if you change the id of the herc mod" to all
CHAT: Mar 01 05:45:58 {name  = "BraydenM8", ucid = "eb2e9de57675fa50eb4a078ce084fb01", ip = "75.137.140.186:50034", id = 5} said "yeah" to all
CHAT: Mar 01 05:46:01 {name  = "AwesomeAirplaneMemes", ucid = "ef558bbee0c554de080c39f4fb5fc886", ip = "99.135.33.168:60038", id = 7} said "to the in game one" to all
CHAT: Mar 01 05:46:06 {name  = "AwesomeAirplaneMemes", ucid = "ef558bbee0c554de080c39f4fb5fc886", ip = "99.135.33.168:60038", id = 7} said "and fix things accordingly" to all
CHAT: Mar 01 05:46:11 {name  = "AwesomeAirplaneMemes", ucid = "ef558bbee0c554de080c39f4fb5fc886", ip = "99.135.33.168:60038", id = 7} said "you could make it work in place of the original" to all
CHAT: Mar 01 05:46:18 {name  = "AwesomeAirplaneMemes", ucid = "ef558bbee0c554de080c39f4fb5fc886", ip = "99.135.33.168:60038", id = 7} said "ive done this before with other jets" to all
CHAT: Mar 01 05:46:21 {name  = "AwesomeAirplaneMemes", ucid = "ef558bbee0c554de080c39f4fb5fc886", ip = "99.135.33.168:60038", id = 7} said "so i know it works" to all
CHAT: Mar 01 05:46:21 {name  = "BraydenM8", ucid = "eb2e9de57675fa50eb4a078ce084fb01", ip = "75.137.140.186:50034", id = 5} said "nice" to all
CHAT: Mar 01 05:46:36 {name  = "BraydenM8", ucid = "eb2e9de57675fa50eb4a078ce084fb01", ip = "75.137.140.186:50034", id = 5} said "im hopping off" to all
CHAT: Mar 01 05:46:40 {name  = "BraydenM8", ucid = "eb2e9de57675fa50eb4a078ce084fb01", ip = "75.137.140.186:50034", id = 5} said "cya guys" to all
CHAT: Mar 01 05:46:52 {name  = "Hooker", ucid = "d895aa103fd36a262b992e34cb181ffb", ip = "66.27.72.105:12878", id = 9} said "cya Brayden" to all
CHAT: Mar 01 05:47:11 {name  = "Nightmare 1-1 | Falinov", ucid = "0263de1f9a6ee77b60cdfbbcd7ea09f5", ip = "97.118.127.61:62094", id = 15} said "like to point out it wasnt str hdg" to all
CHAT: Mar 01 05:47:12 {name  = "Nightmare 1-1 | Falinov", ucid = "0263de1f9a6ee77b60cdfbbcd7ea09f5", ip = "97.118.127.61:62094", id = 15} said ":P" to all
CHAT: Mar 01 05:47:18 {name  = "Hooker", ucid = "d895aa103fd36a262b992e34cb181ffb", ip = "66.27.72.105:12878", id = 9} said "live proof :)" to all
CHAT: Mar 01 05:47:31 {name  = "Nightmare 1-1 | Falinov", ucid = "0263de1f9a6ee77b60cdfbbcd7ea09f5", ip = "97.118.127.61:62094", id = 15} said "dunno how you want me to do that" to all
CHAT: Mar 01 05:47:39 {name  = "Nightmare 1-1 | Falinov", ucid = "0263de1f9a6ee77b60cdfbbcd7ea09f5", ip = "97.118.127.61:62094", id = 15} said "open to suggestions" to all
CHAT: Mar 01 05:47:41 {name  = "Hooker", ucid = "d895aa103fd36a262b992e34cb181ffb", ip = "66.27.72.105:12878", id = 9} said "u said u could" to all
CHAT: Mar 01 05:47:50 {name  = "Nightmare 1-1 | Falinov", ucid = "0263de1f9a6ee77b60cdfbbcd7ea09f5", ip = "97.118.127.61:62094", id = 15} said "discord yeah" to all
CHAT: Mar 01 05:48:00 {name  = "Hooker", ucid = "d895aa103fd36a262b992e34cb181ffb", ip = "66.27.72.105:12878", id = 9} said "ok then discord" to all
CHAT: Mar 01 05:48:51 {name  = "Nightmare 1-1 | Falinov", ucid = "0263de1f9a6ee77b60cdfbbcd7ea09f5", ip = "97.118.127.61:62094", id = 15} said "you better ace this landing" to all
CHAT: Mar 01 05:49:42 {name  = "Nightmare 1-1 | Falinov", ucid = "0263de1f9a6ee77b60cdfbbcd7ea09f5", ip = "97.118.127.61:62094", id = 15} said "well damn" to all
CHAT: Mar 01 05:49:43 {name  = "Nightmare 1-1 | Falinov", ucid = "0263de1f9a6ee77b60cdfbbcd7ea09f5", ip = "97.118.127.61:62094", id = 15} said "no aero" to all
CHAT: Mar 01 05:49:44 {name  = "Nightmare 1-1 | Falinov", ucid = "0263de1f9a6ee77b60cdfbbcd7ea09f5", ip = "97.118.127.61:62094", id = 15} said "lmao" to all
CHAT: Mar 01 05:49:51 {name  = "Hooker", ucid = "d895aa103fd36a262b992e34cb181ffb", ip = "66.27.72.105:12878", id = 9} said ":/" to all
CHAT: Mar 01 05:49:56 {name  = "Nightmare 1-1 | Falinov", ucid = "0263de1f9a6ee77b60cdfbbcd7ea09f5", ip = "97.118.127.61:62094", id = 15} said "fuckin hate it when that happens?" to all
CHAT: Mar 01 05:50:01 {name  = "Hooker", ucid = "d895aa103fd36a262b992e34cb181ffb", ip = "66.27.72.105:12878", id = 9} said "um" to all
CHAT: Mar 01 05:50:05 {name  = "Hooker", ucid = "d895aa103fd36a262b992e34cb181ffb", ip = "66.27.72.105:12878", id = 9} said "forgot" to all
CHAT: Mar 01 05:50:13 {name  = "Nightmare 1-1 | Falinov", ucid = "0263de1f9a6ee77b60cdfbbcd7ea09f5", ip = "97.118.127.61:62094", id = 15} said "lol" to all
CHAT: Mar 01 05:50:16 {name  = "Nightmare 1-1 | Falinov", ucid = "0263de1f9a6ee77b60cdfbbcd7ea09f5", ip = "97.118.127.61:62094", id = 15} said "too heavy probably" to all
CHAT: Mar 01 05:50:23 {name  = "Hooker", ucid = "d895aa103fd36a262b992e34cb181ffb", ip = "66.27.72.105:12878", id = 9} said "just forgot" to all
CHAT: Mar 01 05:50:35 {name  = "Nightmare 1-1 | Falinov", ucid = "0263de1f9a6ee77b60cdfbbcd7ea09f5", ip = "97.118.127.61:62094", id = 15} said "chad" to all
CHAT: Mar 01 05:51:05 {name  = "Hooker", ucid = "d895aa103fd36a262b992e34cb181ffb", ip = "66.27.72.105:12878", id = 9} said "so proof on disc?" to all
CHAT: Mar 01 05:51:19 {name  = "Nightmare 1-1 | Falinov", ucid = "0263de1f9a6ee77b60cdfbbcd7ea09f5", ip = "97.118.127.61:62094", id = 15} said "i mean if no one uses yeah when you park?" to all
CHAT: Mar 01 05:51:21 {name  = "Nightmare 1-1 | Falinov", ucid = "0263de1f9a6ee77b60cdfbbcd7ea09f5", ip = "97.118.127.61:62094", id = 15} said "was waiting for you" to all
CHAT: Mar 01 05:51:27 {name  = "Hooker", ucid = "d895aa103fd36a262b992e34cb181ffb", ip = "66.27.72.105:12878", id = 9} said "rgr" to all
CHAT: Mar 01 05:51:31 {name  = "Nightmare 1-1 | Falinov", ucid = "0263de1f9a6ee77b60cdfbbcd7ea09f5", ip = "97.118.127.61:62094", id = 15} said "whenever you're done with your little expedition" to all
CHAT: Mar 01 05:51:34 {name  = "AwesomeAirplaneMemes", ucid = "ef558bbee0c554de080c39f4fb5fc886", ip = "99.135.33.168:60038", id = 7} said "i am very confused" to all
CHAT: Mar 01 05:51:51 {name  = "Nightmare 1-1 | Falinov", ucid = "0263de1f9a6ee77b60cdfbbcd7ea09f5", ip = "97.118.127.61:62094", id = 15} said "about?" to all
CHAT: Mar 01 05:51:58 {name  = "AwesomeAirplaneMemes", ucid = "ef558bbee0c554de080c39f4fb5fc886", ip = "99.135.33.168:60038", id = 7} said "i was at sukhumi" to all
CHAT: Mar 01 05:52:06 {name  = "AwesomeAirplaneMemes", ucid = "ef558bbee0c554de080c39f4fb5fc886", ip = "99.135.33.168:60038", id = 7} said "and i exploded randomly" to all
CHAT: Mar 01 05:52:13 {name  = "Nightmare 1-1 | Falinov", ucid = "0263de1f9a6ee77b60cdfbbcd7ea09f5", ip = "97.118.127.61:62094", id = 15} said "huh" to all
CHAT: Mar 01 05:52:14 {name  = "Nightmare 1-1 | Falinov", ucid = "0263de1f9a6ee77b60cdfbbcd7ea09f5", ip = "97.118.127.61:62094", id = 15} said "odd" to all
CHAT: Mar 01 05:52:45 {name  = "Hooker", ucid = "d895aa103fd36a262b992e34cb181ffb", ip = "66.27.72.105:12878", id = 9} said "im on disc now" to all
CHAT: Mar 01 05:53:09 {name  = "Nightmare 1-1 | Falinov", ucid = "0263de1f9a6ee77b60cdfbbcd7ea09f5", ip = "97.118.127.61:62094", id = 15} said "in the 4ya disc" to all
CHAT: Mar 01 05:54:11 {name  = "Nightmare 1-1 | Falinov", ucid = "0263de1f9a6ee77b60cdfbbcd7ea09f5", ip = "97.118.127.61:62094", id = 15} said "good?" to all
CHAT: Mar 01 05:54:17 {name  = "Hooker", ucid = "d895aa103fd36a262b992e34cb181ffb", ip = "66.27.72.105:12878", id = 9} said "yea... nice anime pic" to all
CHAT: Mar 01 05:54:19 {name  = "Nightmare 1-1 | Falinov", ucid = "0263de1f9a6ee77b60cdfbbcd7ea09f5", ip = "97.118.127.61:62094", id = 15} said "my upstream might not be the best" to all
CHAT: Mar 01 05:54:25 {name  = "Nightmare 1-1 | Falinov", ucid = "0263de1f9a6ee77b60cdfbbcd7ea09f5", ip = "97.118.127.61:62094", id = 15} said "actually its Lol" to all
CHAT: Mar 01 05:54:29 {name  = "Nightmare 1-1 | Falinov", ucid = "0263de1f9a6ee77b60cdfbbcd7ea09f5", ip = "97.118.127.61:62094", id = 15} said "a 9 tail" to all
CHAT: Mar 01 05:54:30 {name  = "Nightmare 1-1 | Falinov", ucid = "0263de1f9a6ee77b60cdfbbcd7ea09f5", ip = "97.118.127.61:62094", id = 15} said "lol" to all
CHAT: Mar 01 05:54:41 {name  = "Nightmare 1-1 | Falinov", ucid = "0263de1f9a6ee77b60cdfbbcd7ea09f5", ip = "97.118.127.61:62094", id = 15} said "I find htem facinating" to all
CHAT: Mar 01 05:54:44 {name  = "Nightmare 1-1 | Falinov", ucid = "0263de1f9a6ee77b60cdfbbcd7ea09f5", ip = "97.118.127.61:62094", id = 15} said "anyways" to all
CHAT: Mar 01 05:54:45 {name  = "Nightmare 1-1 | Falinov", ucid = "0263de1f9a6ee77b60cdfbbcd7ea09f5", ip = "97.118.127.61:62094", id = 15} said "off i go" to all
CHAT: Mar 01 05:54:54 {name  = "Hooker", ucid = "d895aa103fd36a262b992e34cb181ffb", ip = "66.27.72.105:12878", id = 9} said "it do be weird seeing u write ur messages in live" to all
CHAT: Mar 01 05:55:02 {name  = "Hooker", ucid = "d895aa103fd36a262b992e34cb181ffb", ip = "66.27.72.105:12878", id = 9} said "while am typing" to all
CHAT: Mar 01 05:55:30 {name  = "Hooker", ucid = "d895aa103fd36a262b992e34cb181ffb", ip = "66.27.72.105:12878", id = 9} said "so uh the proof/" to all
CHAT: Mar 01 05:55:38 {name  = "Hooker", ucid = "d895aa103fd36a262b992e34cb181ffb", ip = "66.27.72.105:12878", id = 9} said "o u doing it" to all
CHAT: Mar 01 05:56:00 {name  = "Hooker", ucid = "d895aa103fd36a262b992e34cb181ffb", ip = "66.27.72.105:12878", id = 9} said "ur using INFLT align" to all
CHAT: Mar 01 05:56:05 {name  = "Nightmare 1-1 | Falinov", ucid = "0263de1f9a6ee77b60cdfbbcd7ea09f5", ip = "97.118.127.61:62094", id = 15} said "lmao" to all
CHAT: Mar 01 05:56:13 {name  = "Hooker", ucid = "d895aa103fd36a262b992e34cb181ffb", ip = "66.27.72.105:12878", id = 9} said "bruh thats illegal" to all
CHAT: Mar 01 05:56:23 {name  = "Nightmare 1-1 | Falinov", ucid = "0263de1f9a6ee77b60cdfbbcd7ea09f5", ip = "97.118.127.61:62094", id = 15} said "its not" to all
CHAT: Mar 01 05:56:24 {name  = "Nightmare 1-1 | Falinov", ucid = "0263de1f9a6ee77b60cdfbbcd7ea09f5", ip = "97.118.127.61:62094", id = 15} said "^_^" to all
CHAT: Mar 01 05:56:31 {name  = "Nightmare 1-1 | Falinov", ucid = "0263de1f9a6ee77b60cdfbbcd7ea09f5", ip = "97.118.127.61:62094", id = 15} said "its exact purpose is for that reason" to all
CHAT: Mar 01 05:56:49 {name  = "Hooker", ucid = "d895aa103fd36a262b992e34cb181ffb", ip = "66.27.72.105:12878", id = 9} said "does INFLT align on ground lol" to all
CHAT: Mar 01 05:56:53 {name  = "Nightmare 1-1 | Falinov", ucid = "0263de1f9a6ee77b60cdfbbcd7ea09f5", ip = "97.118.127.61:62094", id = 15} said "yes" to all
CHAT: Mar 01 05:56:57 {name  = "Nightmare 1-1 | Falinov", ucid = "0263de1f9a6ee77b60cdfbbcd7ea09f5", ip = "97.118.127.61:62094", id = 15} said "as i move" to all
CHAT: Mar 01 05:56:59 {name  = "Nightmare 1-1 | Falinov", ucid = "0263de1f9a6ee77b60cdfbbcd7ea09f5", ip = "97.118.127.61:62094", id = 15} said "it alligns" to all
CHAT: Mar 01 05:57:02 {name  = "Nightmare 1-1 | Falinov", ucid = "0263de1f9a6ee77b60cdfbbcd7ea09f5", ip = "97.118.127.61:62094", id = 15} said "and when its in the air" to all
CHAT: Mar 01 05:57:03 {name  = "Nightmare 1-1 | Falinov", ucid = "0263de1f9a6ee77b60cdfbbcd7ea09f5", ip = "97.118.127.61:62094", id = 15} said "it finishes" to all
CHAT: Mar 01 05:57:14 {name  = "Hooker", ucid = "d895aa103fd36a262b992e34cb181ffb", ip = "66.27.72.105:12878", id = 9} said "yea nice" to all
CHAT: Mar 01 05:57:16 {name  = "Hooker", ucid = "d895aa103fd36a262b992e34cb181ffb", ip = "66.27.72.105:12878", id = 9} said "but the 4 deg" to all
CHAT: Mar 01 05:57:20 {name  = "Nightmare 1-1 | Falinov", ucid = "0263de1f9a6ee77b60cdfbbcd7ea09f5", ip = "97.118.127.61:62094", id = 15} said "is there" to all
CHAT: Mar 01 05:57:24 {name  = "Nightmare 1-1 | Falinov", ucid = "0263de1f9a6ee77b60cdfbbcd7ea09f5", ip = "97.118.127.61:62094", id = 15} said "if you do a true allignment" to all
CHAT: Mar 01 05:57:30 {name  = "Nightmare 1-1 | Falinov", ucid = "0263de1f9a6ee77b60cdfbbcd7ea09f5", ip = "97.118.127.61:62094", id = 15} said "i never refer to the HUD allignment" to all
CHAT: Mar 01 05:57:31 {name  = "Nightmare 1-1 | Falinov", ucid = "0263de1f9a6ee77b60cdfbbcd7ea09f5", ip = "97.118.127.61:62094", id = 15} said "refer to the INS" to all
CHAT: Mar 01 05:57:41 {name  = "Hooker", ucid = "d895aa103fd36a262b992e34cb181ffb", ip = "66.27.72.105:12878", id = 9} said "yeah one is magnetic and one true" to all
CHAT: Mar 01 05:57:51 {name  = "Nightmare 1-1 | Falinov", ucid = "0263de1f9a6ee77b60cdfbbcd7ea09f5", ip = "97.118.127.61:62094", id = 15} said "the INS is correct" to all
CHAT: Mar 01 05:57:53 {name  = "Nightmare 1-1 | Falinov", ucid = "0263de1f9a6ee77b60cdfbbcd7ea09f5", ip = "97.118.127.61:62094", id = 15} said "the hud isnt" to all
CHAT: Mar 01 05:57:55 {name  = "Nightmare 1-1 | Falinov", ucid = "0263de1f9a6ee77b60cdfbbcd7ea09f5", ip = "97.118.127.61:62094", id = 15} said "and never is" to all
CHAT: Mar 01 05:57:56 {name  = "Nightmare 1-1 | Falinov", ucid = "0263de1f9a6ee77b60cdfbbcd7ea09f5", ip = "97.118.127.61:62094", id = 15} said "dont believe me" to all
CHAT: Mar 01 05:57:59 {name  = "Nightmare 1-1 | Falinov", ucid = "0263de1f9a6ee77b60cdfbbcd7ea09f5", ip = "97.118.127.61:62094", id = 15} said "do it both ways" to all
CHAT: Mar 01 05:58:00 {name  = "Hooker", ucid = "d895aa103fd36a262b992e34cb181ffb", ip = "66.27.72.105:12878", id = 9} said "it is" to all
CHAT: Mar 01 05:58:03 {name  = "Nightmare 1-1 | Falinov", ucid = "0263de1f9a6ee77b60cdfbbcd7ea09f5", ip = "97.118.127.61:62094", id = 15} said "its always off 4 degrees" to all
CHAT: Mar 01 05:58:04 {name  = "Hooker", ucid = "d895aa103fd36a262b992e34cb181ffb", ip = "66.27.72.105:12878", id = 9} said "just measuring different degrees" to all
CHAT: Mar 01 05:58:13 {name  = "Hooker", ucid = "d895aa103fd36a262b992e34cb181ffb", ip = "66.27.72.105:12878", id = 9} said "HUD andn compass INS" to all
CHAT: Mar 01 05:58:18 {name  = "Hooker", ucid = "d895aa103fd36a262b992e34cb181ffb", ip = "66.27.72.105:12878", id = 9} said "sry" to all
CHAT: Mar 01 05:58:21 {name  = "Hooker", ucid = "d895aa103fd36a262b992e34cb181ffb", ip = "66.27.72.105:12878", id = 9} said "HUD and compass magnetic" to all
CHAT: Mar 01 05:58:25 {name  = "Hooker", ucid = "d895aa103fd36a262b992e34cb181ffb", ip = "66.27.72.105:12878", id = 9} said "INS true" to all
TEAM HIT: Mar 01 06:02:00 {players = {1 = {name  = "Nomit", ucid = "e1eccc00ac1efb2905132b6a9d2be0c4", ip = "24.11.125.33:58298", id = 3}1 = {name = Sniper 1-1 | Miles with CBU-97/CBU-105 SFW
