CHAT: Dec 05 16:25:51 {name  = "Horseman 1-2 | Maddog", ucid = "2fdb9ab14d803bedcd1bfc73460d7db5", ip = "47.199.181.92:52807", id = 14} said "hornet you can go" to all
CHAT: Dec 12 14:30:55 {name  = "GUYVER ARMOR", ucid = "120a9e8c560d276712a1d1b970aa810c", ip = "12.207.220.78:51183", id = 29} said "now let se if this baby can land" to all
CHAT: Dec 12 14:31:22 {name  = "zero", ucid = "fc7ea152666b35df7243b09ac7f9d7e4", ip = "86.110.170.122:54311", id = 30} said "что и надо - лкегко просто наглядно)" to all
CHAT: Dec 12 14:31:43 {name  = "Robert", ucid = "7d37c2bff3c43718265fefb3a2729e3d", ip = "109.195.163.159:51497", id = 13} said "=)" to all
CHAT: Dec 12 14:31:43 {name  = "zero", ucid = "fc7ea152666b35df7243b09ac7f9d7e4", ip = "86.110.170.122:54311", id = 30} said "тем более свой сервер 24/7 пашет" to all
CHAT: Dec 12 14:31:48 {name  = "Robert", ucid = "7d37c2bff3c43718265fefb3a2729e3d", ip = "109.195.163.159:51497", id = 13} said "так точно zero" to all
CHAT: Dec 12 14:32:34 {name  = "oyen20", ucid = "31a9b0252ef3c05d3d95606336539890", ip = "88.127.246.23:34811", id = 16} said "gg" to all
TEAM HIT: Dec 12 14:50:31 {players = {1 = {name  = "Musey", ucid = "317db91777d46519a75dbff592b7a9e1", ip = "86.18.220.120:56326", id = 20}1 = {name = Ozenith with F/A-18C Lot 20
CHAT: Dec 12 14:50:50 {name  = "Ozenith", ucid = "a613b237643032316fee60eff9a0b8ce", ip = "90.55.197.15:50204", id = 4} said "ARE YOU SERIOUS ,," to all
CHAT: Dec 12 14:50:54 {name  = "Ozenith", ucid = "a613b237643032316fee60eff9a0b8ce", ip = "90.55.197.15:50204", id = 4} said "??" to all
CHAT: Dec 12 14:51:14 {name  = "Robert", ucid = "7d37c2bff3c43718265fefb3a2729e3d", ip = "109.195.163.159:51497", id = 13} said "HAHAHAH" to all
TEAM KILL: Dec 12 14:52:58 {players = {1 = {name  = "Musey", ucid = "317db91777d46519a75dbff592b7a9e1", ip = "nil", id = 20}1 = {name = Pilot #374 with F/A-18C Lot 20
TEAM HIT: Dec 12 14:57:45 {players = {1 = {name  = "Musey", ucid = "317db91777d46519a75dbff592b7a9e1", ip = "86.18.220.120:56326", id = 20}1 = {name = New Static Object #106 with F/A-18C Lot 20
TEAM KILL: Dec 12 14:57:46 {players = {1 = {name  = "Musey", ucid = "317db91777d46519a75dbff592b7a9e1", ip = "nil", id = 20}1 = {name = New Static Object #106 with F/A-18C Lot 20
TEAM HIT: Dec 12 15:03:01 {players = {1 = {name  = "Musey", ucid = "317db91777d46519a75dbff592b7a9e1", ip = "86.18.220.120:56326", id = 20}1 = {name = flapjackboy with F/A-18C Lot 20
TEAM HIT: Dec 12 15:03:01 {players = {1 = {name  = "flapjackboy", ucid = "bb7a26e3085833f8dca6ac5ff82b60a4", ip = "94.9.202.28:57610", id = 11}1 = {name = Musey with F/A-18C Lot 20
TEAM HIT: Dec 12 15:03:02 {players = {1 = {name  = "Musey", ucid = "317db91777d46519a75dbff592b7a9e1", ip = "86.18.220.120:56326", id = 20}1 = {name = flapjackboy with F/A-18C Lot 20
TEAM HIT: Dec 12 15:03:03 {players = {1 = {name  = "Musey", ucid = "317db91777d46519a75dbff592b7a9e1", ip = "86.18.220.120:56326", id = 20}1 = {name = flapjackboy with F/A-18C Lot 20
TEAM KILL: Dec 12 15:03:04 {players = {1 = {name  = "flapjackboy", ucid = "bb7a26e3085833f8dca6ac5ff82b60a4", ip = "nil", id = 11}1 = {name = Musey with F/A-18C Lot 20
TEAM KILL: Dec 12 15:03:27 {players = {1 = {name  = "Musey", ucid = "317db91777d46519a75dbff592b7a9e1", ip = "nil", id = 20}1 = {name = flapjackboy with F/A-18C Lot 20
CHAT: Dec 12 15:03:50 {name  = "flapjackboy", ucid = "bb7a26e3085833f8dca6ac5ff82b60a4", ip = "94.9.202.28:57610", id = 11} said "-forgivr" to all
CHAT: Dec 12 15:03:53 {name  = "flapjackboy", ucid = "bb7a26e3085833f8dca6ac5ff82b60a4", ip = "94.9.202.28:57610", id = 11} said "-forgive" to all (output suppressed by Slmod)
CHAT: Dec 12 15:27:13 {name  = "kostie", ucid = "c7fc66b5dd6462aa9eaee61b54e2d950", ip = "77.170.171.31:60433", id = 13} said "f18c do you want to formation flight?" to all
CHAT: Dec 12 15:28:33 {name  = "Liebnn", ucid = "9cbcf167b8adfd3bbfc5a3fd5480a588", ip = "46.244.49.46:64007", id = 8} said "pleas help a noob, how can i activate the f18 pareachute?-.-" to all
CHAT: Dec 12 15:29:06 {name  = "uwburn", ucid = "4a82977d90e7782dcd985388616fcc95", ip = "93.46.96.124:62728", id = 17} said "you mean eject?" to all
CHAT: Dec 12 15:29:20 {name  = "Liebnn", ucid = "9cbcf167b8adfd3bbfc5a3fd5480a588", ip = "46.244.49.46:64007", id = 8} said "no to stop at a smal runway" to all
CHAT: Dec 12 15:29:29 {name  = "uwburn", ucid = "4a82977d90e7782dcd985388616fcc95", ip = "93.46.96.124:62728", id = 17} said "doesn't have one" to all
CHAT: Dec 12 15:29:49 {name  = "Liebnn", ucid = "9cbcf167b8adfd3bbfc5a3fd5480a588", ip = "46.244.49.46:64007", id = 8} said "HAHAHA sorry, but thanks!" to all
CHAT: Dec 12 15:29:58 {name  = "kostie", ucid = "c7fc66b5dd6462aa9eaee61b54e2d950", ip = "77.170.171.31:60433", id = 13} said "you have to go to controls and shearch for drag chute" to all
CHAT: Dec 12 15:30:01 {name  = "unkown", ucid = "64b8bfe9a98179a6ae5de97883f50cda", ip = "138.51.2.169:20896", id = 12} said "try to keep your air speed below 180 during landing" to all
CHAT: Dec 12 15:30:14 {name  = "unkown", ucid = "64b8bfe9a98179a6ae5de97883f50cda", ip = "138.51.2.169:20896", id = 12} said "f18 shouldn't need a chute in most of the situation" to all
CHAT: Dec 12 15:30:41 {name  = "uwburn", ucid = "4a82977d90e7782dcd985388616fcc95", ip = "93.46.96.124:62728", id = 17} said "180?! it lands at around 130-140 kias" to all
CHAT: Dec 12 15:30:50 {name  = "kostie", ucid = "c7fc66b5dd6462aa9eaee61b54e2d950", ip = "77.170.171.31:60433", id = 13} said "XD" to all
CHAT: Dec 12 15:30:55 {name  = "Liebnn", ucid = "9cbcf167b8adfd3bbfc5a3fd5480a588", ip = "46.244.49.46:64007", id = 8} said "oke thanks! wil try to egt a smooth landing unter 180" to all
CHAT: Dec 12 15:30:58 {name  = "unkown", ucid = "64b8bfe9a98179a6ae5de97883f50cda", ip = "138.51.2.169:20896", id = 12} said "as long as it is below 180" to all
CHAT: Dec 12 15:31:01 {name  = "unkown", ucid = "64b8bfe9a98179a6ae5de97883f50cda", ip = "138.51.2.169:20896", id = 12} said "he should be fine" to all
CHAT: Dec 12 15:31:19 {name  = "Liebnn", ucid = "9cbcf167b8adfd3bbfc5a3fd5480a588", ip = "46.244.49.46:64007", id = 8} said "haha i hope so" to all
CHAT: Dec 12 15:31:40 {name  = "unkown", ucid = "64b8bfe9a98179a6ae5de97883f50cda", ip = "138.51.2.169:20896", id = 12} said "but yeah depend on your load you can land with 130..140kts or so on" to all
CHAT: Dec 12 15:31:51 {name  = "uwburn", ucid = "4a82977d90e7782dcd985388616fcc95", ip = "93.46.96.124:62728", id = 17} said "on short runway at 180 you don't have enough space" to all
CHAT: Dec 12 15:31:54 {name  = "unkown", ucid = "64b8bfe9a98179a6ae5de97883f50cda", ip = "138.51.2.169:20896", id = 12} said "but faster is better than slower" to all
CHAT: Dec 12 15:32:19 {name  = "unkown", ucid = "64b8bfe9a98179a6ae5de97883f50cda", ip = "138.51.2.169:20896", id = 12} said "well yeah that's true" to all
CHAT: Dec 12 15:32:42 {name  = "unkown", ucid = "64b8bfe9a98179a6ae5de97883f50cda", ip = "138.51.2.169:20896", id = 12} said "if you have a runway that is so short like this one I'm on" to all
CHAT: Dec 12 15:44:54 {name  = "GUYVER ARMOR", ucid = "120a9e8c560d276712a1d1b970aa810c", ip = "12.207.220.78:51183", id = 29} said "krasnodar clean now" to all
CHAT: Dec 12 15:45:29 {name  = "kostie", ucid = "c7fc66b5dd6462aa9eaee61b54e2d950", ip = "77.170.171.31:60433", id = 13} said "good job" to all
CHAT: Dec 12 16:10:14 {name  = "unkown", ucid = "64b8bfe9a98179a6ae5de97883f50cda", ip = "138.51.2.169:20896", id = 12} said "thanks" to all
CHAT: Dec 12 16:12:40 {name  = "kostie", ucid = "c7fc66b5dd6462aa9eaee61b54e2d950", ip = "77.170.171.31:60433", id = 13} said "do you want to startup?" to all
CHAT: Dec 12 16:24:54 {name  = "GUYVER ARMOR", ucid = "120a9e8c560d276712a1d1b970aa810c", ip = "12.207.220.78:51183", id = 29} said "darn to fast but is what i love of the Mirage" to all
CHAT: Dec 12 16:28:13 {name  = "kostie", ucid = "c7fc66b5dd6462aa9eaee61b54e2d950", ip = "77.170.171.31:60433", id = 13} said "nice flight bidy" to all
CHAT: Dec 12 16:28:16 {name  = "kostie", ucid = "c7fc66b5dd6462aa9eaee61b54e2d950", ip = "77.170.171.31:60433", id = 13} said "buddy" to all
CHAT: Dec 12 16:31:26 {name  = "GUYVER ARMOR", ucid = "120a9e8c560d276712a1d1b970aa810c", ip = "12.207.220.78:51183", id = 29} said "can someone please verify what liverie i have on what does it have on belly i had to change liverie" to all
CHAT: Dec 12 16:31:44 {name  = "GUYVER ARMOR", ucid = "120a9e8c560d276712a1d1b970aa810c", ip = "12.207.220.78:51183", id = 29} said "location now i see it but i dont know if anyone else can" to all
CHAT: Dec 12 17:02:08 {name  = "LiquidIce", ucid = "cbee92e628c9d9769d8ddcb384a7a813", ip = "176.255.166.48:55256", id = 5} said "whos the idiot that landed infront of me taking off" to all
CHAT: Dec 12 17:02:17 {name  = "Dennis | TheRealOne", ucid = "257076b48af6fac5c7b05ea8e32e4d11", ip = "176.198.34.204:55090", id = 25} said "oh hey liquid!" to all
CHAT: Dec 12 17:02:27 {name  = "[181.Pars] Fırat ÇELİK", ucid = "0cb9ba13ecf05c7c60fa707804b09e39", ip = "46.2.114.85:20958", id = 31} said "LMFAO" to all
CHAT: Dec 12 17:02:29 {name  = "LiquidIce", ucid = "cbee92e628c9d9769d8ddcb384a7a813", ip = "176.255.166.48:55256", id = 5} said "? Ok" to all
CHAT: Dec 12 17:02:45 {name  = "LiquidIce", ucid = "cbee92e628c9d9769d8ddcb384a7a813", ip = "176.255.166.48:55256", id = 5} said "this OKH... somethign in the F16" to all
CHAT: Dec 12 17:03:02 {name  = "GUYVER ARMOR", ucid = "120a9e8c560d276712a1d1b970aa810c", ip = "12.207.220.78:51183", id = 29} said "sochi final" to all
CHAT: Dec 12 17:03:09 {name  = "[181.Pars] Fırat ÇELİK", ucid = "0cb9ba13ecf05c7c60fa707804b09e39", ip = "46.2.114.85:20958", id = 31} said "im on srs" to all
CHAT: Dec 12 17:03:11 {name  = "[181.Pars] Fırat ÇELİK", ucid = "0cb9ba13ecf05c7c60fa707804b09e39", ip = "46.2.114.85:20958", id = 31} said "but i cant talk" to all
CHAT: Dec 12 17:03:11 {name  = "LiquidIce", ucid = "cbee92e628c9d9769d8ddcb384a7a813", ip = "176.255.166.48:55256", id = 5} said "seriously mate.. you land infront of me when i need the entire runway in TU22" to all
CHAT: Dec 12 17:03:11 {name  = "[181.Pars] Fırat ÇELİK", ucid = "0cb9ba13ecf05c7c60fa707804b09e39", ip = "46.2.114.85:20958", id = 31} said "ffs" to all
CHAT: Dec 12 17:03:22 {name  = "[181.Pars] Fırat ÇELİK", ucid = "0cb9ba13ecf05c7c60fa707804b09e39", ip = "46.2.114.85:20958", id = 31} said "push to talk isnt workng" to all
CHAT: Dec 12 17:04:17 {name  = "Dennis | TheRealOne", ucid = "257076b48af6fac5c7b05ea8e32e4d11", ip = "176.198.34.204:55090", id = 25} said "someone down for discord vc?" to all
TEAM HIT: Dec 12 17:04:34 {players = {1 = {name  = "PrivateRyan", ucid = "fcfb6f650983ab930594dc1d213d6aa0", ip = "73.160.79.198:58353", id = 14}1 = {name = unkown with kamikaze
TEAM HIT: Dec 12 17:04:35 {players = {1 = {name  = "PrivateRyan", ucid = "fcfb6f650983ab930594dc1d213d6aa0", ip = "73.160.79.198:58353", id = 14}1 = {name = unkown with kamikaze
TEAM HIT: Dec 12 17:04:36 {players = {1 = {name  = "PrivateRyan", ucid = "fcfb6f650983ab930594dc1d213d6aa0", ip = "73.160.79.198:58353", id = 14}1 = {name = unkown with kamikaze
TEAM HIT: Dec 12 17:04:37 {players = {1 = {name  = "PrivateRyan", ucid = "fcfb6f650983ab930594dc1d213d6aa0", ip = "73.160.79.198:58353", id = 14}1 = {name = unkown with kamikaze
TEAM HIT: Dec 12 17:04:38 {players = {1 = {name  = "PrivateRyan", ucid = "fcfb6f650983ab930594dc1d213d6aa0", ip = "73.160.79.198:58353", id = 14}1 = {name = unkown with kamikaze
TEAM HIT: Dec 12 17:04:39 {players = {1 = {name  = "PrivateRyan", ucid = "fcfb6f650983ab930594dc1d213d6aa0", ip = "73.160.79.198:58353", id = 14}1 = {name = unkown with kamikaze
TEAM HIT: Dec 12 17:04:39 {players = {1 = {name  = "PrivateRyan", ucid = "fcfb6f650983ab930594dc1d213d6aa0", ip = "73.160.79.198:58353", id = 14}1 = {name = unkown with kamikaze
TEAM HIT: Dec 12 17:04:40 {players = {1 = {name  = "PrivateRyan", ucid = "fcfb6f650983ab930594dc1d213d6aa0", ip = "73.160.79.198:58353", id = 14}1 = {name = unkown with kamikaze
TEAM HIT: Dec 12 17:04:41 {players = {1 = {name  = "PrivateRyan", ucid = "fcfb6f650983ab930594dc1d213d6aa0", ip = "73.160.79.198:58353", id = 14}1 = {name = unkown with kamikaze
TEAM HIT: Dec 12 17:04:42 {players = {1 = {name  = "PrivateRyan", ucid = "fcfb6f650983ab930594dc1d213d6aa0", ip = "73.160.79.198:58353", id = 14}1 = {name = unkown with kamikaze
TEAM HIT: Dec 12 17:04:42 {players = {1 = {name  = "PrivateRyan", ucid = "fcfb6f650983ab930594dc1d213d6aa0", ip = "73.160.79.198:58353", id = 14}1 = {name = unkown with kamikaze
CHAT: Dec 12 17:04:42 {name  = "unkown", ucid = "64b8bfe9a98179a6ae5de97883f50cda", ip = "138.51.2.169:20896", id = 12} said "loll wut" to all
TEAM HIT: Dec 12 17:04:43 {players = {1 = {name  = "PrivateRyan", ucid = "fcfb6f650983ab930594dc1d213d6aa0", ip = "73.160.79.198:58353", id = 14}1 = {name = unkown with kamikaze
TEAM HIT: Dec 12 17:04:44 {players = {1 = {name  = "PrivateRyan", ucid = "fcfb6f650983ab930594dc1d213d6aa0", ip = "73.160.79.198:58353", id = 14}1 = {name = unkown with kamikaze
TEAM HIT: Dec 12 17:04:45 {players = {1 = {name  = "PrivateRyan", ucid = "fcfb6f650983ab930594dc1d213d6aa0", ip = "73.160.79.198:58353", id = 14}1 = {name = unkown with kamikaze
TEAM HIT: Dec 12 17:04:46 {players = {1 = {name  = "PrivateRyan", ucid = "fcfb6f650983ab930594dc1d213d6aa0", ip = "73.160.79.198:58353", id = 14}1 = {name = unkown with kamikaze
TEAM HIT: Dec 12 17:04:47 {players = {1 = {name  = "PrivateRyan", ucid = "fcfb6f650983ab930594dc1d213d6aa0", ip = "73.160.79.198:58353", id = 14}1 = {name = unkown with kamikaze
TEAM HIT: Dec 12 17:04:47 {players = {1 = {name  = "unkown", ucid = "64b8bfe9a98179a6ae5de97883f50cda", ip = "138.51.2.169:20896", id = 12}1 = {name = PrivateRyan with kamikaze
TEAM HIT: Dec 12 17:04:48 {players = {1 = {name  = "PrivateRyan", ucid = "fcfb6f650983ab930594dc1d213d6aa0", ip = "73.160.79.198:58353", id = 14}1 = {name = unkown with kamikaze
TEAM HIT: Dec 12 17:04:48 {players = {1 = {name  = "unkown", ucid = "64b8bfe9a98179a6ae5de97883f50cda", ip = "138.51.2.169:20896", id = 12}1 = {name = PrivateRyan with kamikaze
TEAM HIT: Dec 12 17:04:48 {players = {1 = {name  = "PrivateRyan", ucid = "fcfb6f650983ab930594dc1d213d6aa0", ip = "73.160.79.198:58353", id = 14}1 = {name = unkown with kamikaze
TEAM HIT: Dec 12 17:04:49 {players = {1 = {name  = "unkown", ucid = "64b8bfe9a98179a6ae5de97883f50cda", ip = "138.51.2.169:20896", id = 12}1 = {name = PrivateRyan with kamikaze
TEAM HIT: Dec 12 17:04:49 {players = {1 = {name  = "PrivateRyan", ucid = "fcfb6f650983ab930594dc1d213d6aa0", ip = "73.160.79.198:58353", id = 14}1 = {name = unkown with kamikaze
TEAM HIT: Dec 12 17:04:50 {players = {1 = {name  = "unkown", ucid = "64b8bfe9a98179a6ae5de97883f50cda", ip = "138.51.2.169:20896", id = 12}1 = {name = PrivateRyan with kamikaze
TEAM HIT: Dec 12 17:04:50 {players = {1 = {name  = "PrivateRyan", ucid = "fcfb6f650983ab930594dc1d213d6aa0", ip = "73.160.79.198:58353", id = 14}1 = {name = unkown with kamikaze
TEAM HIT: Dec 12 17:04:50 {players = {1 = {name  = "unkown", ucid = "64b8bfe9a98179a6ae5de97883f50cda", ip = "138.51.2.169:20896", id = 12}1 = {name = PrivateRyan with kamikaze
TEAM HIT: Dec 12 17:04:52 {players = {1 = {name  = "PrivateRyan", ucid = "fcfb6f650983ab930594dc1d213d6aa0", ip = "73.160.79.198:58353", id = 14}1 = {name = unkown with kamikaze
TEAM HIT: Dec 12 17:04:53 {players = {1 = {name  = "unkown", ucid = "64b8bfe9a98179a6ae5de97883f50cda", ip = "138.51.2.169:20896", id = 12}1 = {name = PrivateRyan with kamikaze
TEAM HIT: Dec 12 17:04:53 {players = {1 = {name  = "PrivateRyan", ucid = "fcfb6f650983ab930594dc1d213d6aa0", ip = "73.160.79.198:58353", id = 14}1 = {name = Laulopilote2 = {name = Okkuden with kamikaze
TEAM HIT: Dec 12 17:04:54 {players = {1 = {name  = "PrivateRyan", ucid = "fcfb6f650983ab930594dc1d213d6aa0", ip = "73.160.79.198:58353", id = 14}1 = {name = unkown with kamikaze
TEAM HIT: Dec 12 17:04:54 {players = {1 = {name  = "PrivateRyan", ucid = "fcfb6f650983ab930594dc1d213d6aa0", ip = "73.160.79.198:58353", id = 14}1 = {name = unkown with kamikaze
TEAM HIT: Dec 12 17:04:54 {players = {1 = {name  = "PrivateRyan", ucid = "fcfb6f650983ab930594dc1d213d6aa0", ip = "73.160.79.198:58353", id = 14}1 = {name = Laulopilote2 = {name = Okkuden with kamikaze
TEAM HIT: Dec 12 17:04:55 {players = {1 = {name  = "PrivateRyan", ucid = "fcfb6f650983ab930594dc1d213d6aa0", ip = "73.160.79.198:58353", id = 14}1 = {name = Laulopilote2 = {name = Okkuden with kamikaze
TEAM HIT: Dec 12 17:04:55 {players = {1 = {name  = "PrivateRyan", ucid = "fcfb6f650983ab930594dc1d213d6aa0", ip = "73.160.79.198:58353", id = 14}1 = {name = unkown with kamikaze
CHAT: Dec 12 17:04:55 {name  = "[181.Pars] Fırat ÇELİK", ucid = "0cb9ba13ecf05c7c60fa707804b09e39", ip = "46.2.114.85:20958", id = 31} said "I GET F-14 RWR SIGNAL" to all
TEAM HIT: Dec 12 17:04:56 {players = {1 = {name  = "unkown", ucid = "64b8bfe9a98179a6ae5de97883f50cda", ip = "138.51.2.169:20896", id = 12}1 = {name = PrivateRyan with kamikaze
TEAM HIT: Dec 12 17:04:56 {players = {1 = {name  = "PrivateRyan", ucid = "fcfb6f650983ab930594dc1d213d6aa0", ip = "73.160.79.198:58353", id = 14}1 = {name = unkown with kamikaze
TEAM HIT: Dec 12 17:04:57 {players = {1 = {name  = "PrivateRyan", ucid = "fcfb6f650983ab930594dc1d213d6aa0", ip = "73.160.79.198:58353", id = 14}1 = {name = Laulopilote2 = {name = Okkuden with kamikaze
TEAM HIT: Dec 12 17:04:57 {players = {1 = {name  = "unkown", ucid = "64b8bfe9a98179a6ae5de97883f50cda", ip = "138.51.2.169:20896", id = 12}1 = {name = PrivateRyan with kamikaze
CHAT: Dec 12 17:04:57 {name  = "unkown", ucid = "64b8bfe9a98179a6ae5de97883f50cda", ip = "138.51.2.169:20896", id = 12} said "lmao" to all
CHAT: Dec 12 17:04:57 {name  = "[181.Pars] Fırat ÇELİK", ucid = "0cb9ba13ecf05c7c60fa707804b09e39", ip = "46.2.114.85:20958", id = 31} said "ffs" to all
TEAM HIT: Dec 12 17:04:58 {players = {1 = {name  = "PrivateRyan", ucid = "fcfb6f650983ab930594dc1d213d6aa0", ip = "73.160.79.198:58353", id = 14}1 = {name = unkown with kamikaze
TEAM HIT: Dec 12 17:04:59 {players = {1 = {name  = "unkown", ucid = "64b8bfe9a98179a6ae5de97883f50cda", ip = "138.51.2.169:20896", id = 12}1 = {name = PrivateRyan with kamikaze
TEAM HIT: Dec 12 17:04:59 {players = {1 = {name  = "PrivateRyan", ucid = "fcfb6f650983ab930594dc1d213d6aa0", ip = "73.160.79.198:58353", id = 14}1 = {name = unkown with kamikaze
TEAM HIT: Dec 12 17:05:00 {players = {1 = {name  = "unkown", ucid = "64b8bfe9a98179a6ae5de97883f50cda", ip = "138.51.2.169:20896", id = 12}1 = {name = PrivateRyan with kamikaze
TEAM HIT: Dec 12 17:05:00 {players = {1 = {name  = "PrivateRyan", ucid = "fcfb6f650983ab930594dc1d213d6aa0", ip = "73.160.79.198:58353", id = 14}1 = {name = unkown with kamikaze
TEAM HIT: Dec 12 17:05:01 {players = {1 = {name  = "PrivateRyan", ucid = "fcfb6f650983ab930594dc1d213d6aa0", ip = "73.160.79.198:58353", id = 14}1 = {name = unkown with kamikaze
TEAM HIT: Dec 12 17:05:01 {players = {1 = {name  = "PrivateRyan", ucid = "fcfb6f650983ab930594dc1d213d6aa0", ip = "73.160.79.198:58353", id = 14}1 = {name = unkown with kamikaze
TEAM HIT: Dec 12 17:05:01 {players = {1 = {name  = "unkown", ucid = "64b8bfe9a98179a6ae5de97883f50cda", ip = "138.51.2.169:20896", id = 12}1 = {name = PrivateRyan with kamikaze
TEAM HIT: Dec 12 17:05:02 {players = {1 = {name  = "PrivateRyan", ucid = "fcfb6f650983ab930594dc1d213d6aa0", ip = "73.160.79.198:58353", id = 14}1 = {name = unkown with kamikaze
TEAM HIT: Dec 12 17:05:02 {players = {1 = {name  = "unkown", ucid = "64b8bfe9a98179a6ae5de97883f50cda", ip = "138.51.2.169:20896", id = 12}1 = {name = PrivateRyan with kamikaze
TEAM HIT: Dec 12 17:05:02 {players = {1 = {name  = "PrivateRyan", ucid = "fcfb6f650983ab930594dc1d213d6aa0", ip = "73.160.79.198:58353", id = 14}1 = {name = Laulopilote2 = {name = Okkuden with kamikaze
CHAT: Dec 12 17:05:02 {name  = "[181.Pars] Fırat ÇELİK", ucid = "0cb9ba13ecf05c7c60fa707804b09e39", ip = "46.2.114.85:20958", id = 31} said "WHICH FOOL IS THIS" to all
TEAM HIT: Dec 12 17:05:04 {players = {1 = {name  = "unkown", ucid = "64b8bfe9a98179a6ae5de97883f50cda", ip = "138.51.2.169:20896", id = 12}1 = {name = Laulopilote2 = {name = Okkuden with kamikaze
TEAM HIT: Dec 12 17:05:04 {players = {1 = {name  = "PrivateRyan", ucid = "fcfb6f650983ab930594dc1d213d6aa0", ip = "73.160.79.198:58353", id = 14}1 = {name = unkown with kamikaze
TEAM KILL: Dec 12 17:05:04 {players = {1 = {name  = "unkown", ucid = "64b8bfe9a98179a6ae5de97883f50cda", ip = "nil", id = 12}1 = {name = PrivateRyan with kamikaze
TEAM HIT: Dec 12 17:05:05 {players = {1 = {name  = "PrivateRyan", ucid = "fcfb6f650983ab930594dc1d213d6aa0", ip = "73.160.79.198:58353", id = 14}1 = {name = Laulopilote2 = {name = Okkuden with kamikaze
TEAM HIT: Dec 12 17:05:05 {players = {1 = {name  = "PrivateRyan", ucid = "fcfb6f650983ab930594dc1d213d6aa0", ip = "73.160.79.198:58353", id = 14}1 = {name = [181.Pars] Fırat ÇELİK with kamikaze
CHAT: Dec 12 17:05:07 {name  = "[181.Pars] Fırat ÇELİK", ucid = "0cb9ba13ecf05c7c60fa707804b09e39", ip = "46.2.114.85:20958", id = 31} said "EJECT ON TAXI" to all
CHAT: Dec 12 17:05:09 {name  = "[181.Pars] Fırat ÇELİK", ucid = "0cb9ba13ecf05c7c60fa707804b09e39", ip = "46.2.114.85:20958", id = 31} said "NO F*CKING WAY" to all
CHAT: Dec 12 17:05:22 {name  = "[181.Pars] Fırat ÇELİK", ucid = "0cb9ba13ecf05c7c60fa707804b09e39", ip = "46.2.114.85:20958", id = 31} said "MY PLANE BECAME GHOST RIDER" to all
CHAT: Dec 12 17:05:29 {name  = "Dennis | TheRealOne", ucid = "257076b48af6fac5c7b05ea8e32e4d11", ip = "176.198.34.204:55090", id = 25} said "where?" to all
CHAT: Dec 12 17:05:33 {name  = "[181.Pars] Fırat ÇELİK", ucid = "0cb9ba13ecf05c7c60fa707804b09e39", ip = "46.2.114.85:20958", id = 31} said "SOCHI" to all
CHAT: Dec 12 17:05:33 {name  = "jub", ucid = "3ae78fc6f5a642ce4a5d289dbacb54c8", ip = "148.252.128.104:33394", id = 32} said "wtf happened here lmao" to all
CHAT: Dec 12 17:06:09 {name  = "[181.Pars] Fırat ÇELİK", ucid = "0cb9ba13ecf05c7c60fa707804b09e39", ip = "46.2.114.85:20958", id = 31} said "it was a" to all
CHAT: Dec 12 17:06:10 {name  = "[181.Pars] Fırat ÇELİK", ucid = "0cb9ba13ecf05c7c60fa707804b09e39", ip = "46.2.114.85:20958", id = 31} said "big bruh moment" to all
CHAT: Dec 12 17:06:47 {name  = "[181.Pars] Fırat ÇELİK", ucid = "0cb9ba13ecf05c7c60fa707804b09e39", ip = "46.2.114.85:20958", id = 31} said "Im getting missile warning onf14" to all
CHAT: Dec 12 17:06:53 {name  = "[181.Pars] Fırat ÇELİK", ucid = "0cb9ba13ecf05c7c60fa707804b09e39", ip = "46.2.114.85:20958", id = 31} said "i just looked my left, everyone on fire ffs" to all
CHAT: Dec 12 17:07:34 {name  = "LiquidIce", ucid = "cbee92e628c9d9769d8ddcb384a7a813", ip = "176.255.166.48:55256", id = 5} said "ohut747 did u crash with that F16 in maykop on landing?" to all
CHAT: Dec 12 17:10:01 {name  = "[181.Pars] Fırat ÇELİK", ucid = "0cb9ba13ecf05c7c60fa707804b09e39", ip = "46.2.114.85:20958", id = 31} said "FFS" to all
CHAT: Dec 12 17:10:02 {name  = "[181.Pars] Fırat ÇELİK", ucid = "0cb9ba13ecf05c7c60fa707804b09e39", ip = "46.2.114.85:20958", id = 31} said "IM STUCK" to all
CHAT: Dec 12 17:11:15 {name  = "[181.Pars] Fırat ÇELİK", ucid = "0cb9ba13ecf05c7c60fa707804b09e39", ip = "46.2.114.85:20958", id = 31} said "This dumb overlord always reports when i takeoff" to all
CHAT: Dec 12 17:11:18 {name  = "[181.Pars] Fırat ÇELİK", ucid = "0cb9ba13ecf05c7c60fa707804b09e39", ip = "46.2.114.85:20958", id = 31} said "my gear is stuck" to all
CHAT: Dec 12 17:11:42 {name  = "Jabird", ucid = "b463fc3a0e4200e2be757e60436c5343", ip = "68.38.112.124:52155", id = 13} said "you should give it up" to all
CHAT: Dec 12 17:11:47 {name  = "[181.Pars] Fırat ÇELİK", ucid = "0cb9ba13ecf05c7c60fa707804b09e39", ip = "46.2.114.85:20958", id = 31} said "i will" to all
CHAT: Dec 12 17:11:48 {name  = "[181.Pars] Fırat ÇELİK", ucid = "0cb9ba13ecf05c7c60fa707804b09e39", ip = "46.2.114.85:20958", id = 31} said "really" to all
