CHAT: Jul 05 18:52:45 {name  = "Bouncer", ucid = "744fd6e07fef726ab97081def38534ae", ip = "94.195.35.143:54362", id = 3} said "we cant lauch because u cant land scary" to all
CHAT: Jul 10 00:16:54 {name  = "|D| LAXGUNNER", ucid = "ffea225b542cce4d557cb605d17205eb", ip = "66.44.7.36:55638", id = 14} said "jester wtf?" to all
CHAT: Jul 10 00:17:58 {name  = "Francis", ucid = "5a70deff25572fd4e28df2fc4cc024cf", ip = "109.51.97.105:58075", id = 11} said "done i was out of ammo" to all
CHAT: Jul 10 00:18:00 {name  = "Francis", ucid = "5a70deff25572fd4e28df2fc4cc024cf", ip = "109.51.97.105:58075", id = 11} said "tks" to all
CHAT: Jul 10 00:18:52 {name  = "Dux", ucid = "84cf4e269b68e7b900c5a18d65b12cb5", ip = "217.80.246.77:61117", id = 9} said "hehe.. did you finish it off with the zu23?" to all
CHAT: Jul 10 00:19:12 {name  = "Francis", ucid = "5a70deff25572fd4e28df2fc4cc024cf", ip = "109.51.97.105:58075", id = 11} said "yes w the gun" to all
CHAT: Jul 10 00:19:18 {name  = "Dux", ucid = "84cf4e269b68e7b900c5a18d65b12cb5", ip = "217.80.246.77:61117", id = 9} said "nice" to all
CHAT: Jul 10 00:19:55 {name  = "Francis", ucid = "5a70deff25572fd4e28df2fc4cc024cf", ip = "109.51.97.105:58075", id = 11} said "the m1134 tgm is great only one crate" to all
CHAT: Jul 10 00:20:24 {name  = "Dux", ucid = "84cf4e269b68e7b900c5a18d65b12cb5", ip = "217.80.246.77:61117", id = 9} said "should I bring one to that HAWK site?" to all
CHAT: Jul 10 00:20:52 {name  = "Francis", ucid = "5a70deff25572fd4e28df2fc4cc024cf", ip = "109.51.97.105:58075", id = 11} said "here is done" to all
CHAT: Jul 10 00:24:51 {name  = "Francis", ucid = "5a70deff25572fd4e28df2fc4cc024cf", ip = "109.51.97.105:58075", id = 11} said "were you going" to all
CHAT: Jul 10 00:25:22 {name  = "Dux", ucid = "84cf4e269b68e7b900c5a18d65b12cb5", ip = "217.80.246.77:61117", id = 9} said "back to where you are... for a crate... didnt see a warehouse at the airport" to all
CHAT: Jul 10 00:25:56 {name  = "Francis", ucid = "5a70deff25572fd4e28df2fc4cc024cf", ip = "109.51.97.105:58075", id = 11} said "i think tabqa not have only the farp here" to all
CHAT: Jul 10 00:29:38 {name  = "Francis", ucid = "5a70deff25572fd4e28df2fc4cc024cf", ip = "109.51.97.105:58075", id = 11} said "gonna put an avengener here" to all
CHAT: Jul 10 00:32:30 {name  = "Gunslinger 1-1 | Misfit", ucid = "2854f97ee1e0e1f6a27a7e2423376e4a", ip = "68.59.153.237:63947", id = 13} said "laxgunner we're hitting up khalakah or w/e. can you provide air cover?" to all
CHAT: Jul 10 00:35:15 {name  = "Gunslinger 1-1 | Misfit", ucid = "2854f97ee1e0e1f6a27a7e2423376e4a", ip = "68.59.153.237:63947", id = 13} said "lax were inbd to help" to all
CHAT: Jul 10 00:38:15 {name  = "Gunslinger 1-1 | Misfit", ucid = "2854f97ee1e0e1f6a27a7e2423376e4a", ip = "68.59.153.237:63947", id = 13} said "lax go 243" to all
CHAT: Jul 10 00:46:39 {name  = "Dux", ucid = "84cf4e269b68e7b900c5a18d65b12cb5", ip = "217.80.246.77:61117", id = 9} said "man those distances in the helo" to all
CHAT: Jul 10 00:46:54 {name  = "Francis", ucid = "5a70deff25572fd4e28df2fc4cc024cf", ip = "109.51.97.105:58075", id = 11} said "yes take a while zzz....." to all
CHAT: Jul 10 00:48:51 {name  = "ChampFourFive", ucid = "33b6e451a7493c1312a00f91c4d44fda", ip = "94.10.249.102:59404", id = 6} said "A10S TURN AROUND" to all
CHAT: Jul 10 00:49:35 {name  = "Francis", ucid = "5a70deff25572fd4e28df2fc4cc024cf", ip = "109.51.97.105:58075", id = 11} said "gonna help the a10 team" to all
CHAT: Jul 10 00:50:20 {name  = "Dux", ucid = "84cf4e269b68e7b900c5a18d65b12cb5", ip = "217.80.246.77:61117", id = 9} said "yup... have fun... I'm rubbish at A/A so I stay in my huey" to all
CHAT: Jul 10 01:16:10 {name  = "ChampFourFive", ucid = "33b6e451a7493c1312a00f91c4d44fda", ip = "94.10.249.102:59404", id = 6} said "hey ged" to all
CHAT: Jul 10 01:16:46 {name  = "Dux", ucid = "84cf4e269b68e7b900c5a18d65b12cb5", ip = "217.80.246.77:61117", id = 9} said "@francis if you want something to shoot that hawk with I put a vehicle there for you" to all
CHAT: Jul 10 01:17:00 {name  = "Francis", ucid = "5a70deff25572fd4e28df2fc4cc024cf", ip = "109.51.97.105:58393", id = 5} said "ok i see eheh tks" to all
CHAT: Jul 10 01:17:08 {name  = "Francis", ucid = "5a70deff25572fd4e28df2fc4cc024cf", ip = "109.51.97.105:58393", id = 5} said "im going land and go" to all
CHAT: Jul 10 01:17:33 {name  = "Dux", ucid = "84cf4e269b68e7b900c5a18d65b12cb5", ip = "217.80.246.77:61117", id = 9} said "its not moving although I put a path in" to all
CHAT: Jul 10 01:17:46 {name  = "Francis", ucid = "5a70deff25572fd4e28df2fc4cc024cf", ip = "109.51.97.105:58393", id = 5} said "you have CA already" to all
CHAT: Jul 10 01:18:23 {name  = "Dux", ucid = "84cf4e269b68e7b900c5a18d65b12cb5", ip = "217.80.246.77:61117", id = 9} said "yes" to all
CHAT: Jul 10 01:19:13 {name  = "ChampFourFive", ucid = "33b6e451a7493c1312a00f91c4d44fda", ip = "94.10.249.102:59404", id = 6} said "air brake ged" to all
CHAT: Jul 10 01:19:45 {name  = "Francis", ucid = "5a70deff25572fd4e28df2fc4cc024cf", ip = "109.51.97.105:58393", id = 5} said "yea Dux" to all
CHAT: Jul 10 01:19:52 {name  = "Francis", ucid = "5a70deff25572fd4e28df2fc4cc024cf", ip = "109.51.97.105:58393", id = 5} said "is very good indeed" to all
CHAT: Jul 10 01:20:17 {name  = "Dux", ucid = "84cf4e269b68e7b900c5a18d65b12cb5", ip = "217.80.246.77:61117", id = 9} said "havent set it up here yet" to all
CHAT: Jul 10 01:20:24 {name  = "Dux", ucid = "84cf4e269b68e7b900c5a18d65b12cb5", ip = "217.80.246.77:61117", id = 9} said "controls i mean" to all
CHAT: Jul 10 01:20:39 {name  = "Francis", ucid = "5a70deff25572fd4e28df2fc4cc024cf", ip = "109.51.97.105:58393", id = 5} said "yes its not dificult" to all
CHAT: Jul 10 01:29:07 {name  = "Dux", ucid = "84cf4e269b68e7b900c5a18d65b12cb5", ip = "217.80.246.77:61117", id = 9} said "oopsy .. didn't think i would get that close with a huey... but I left you some stuff" to all
CHAT: Jul 10 01:29:22 {name  = "Dux", ucid = "84cf4e269b68e7b900c5a18d65b12cb5", ip = "217.80.246.77:61117", id = 9} said "my door gunners are not bad at this" to all
CHAT: Jul 10 01:29:26 {name  = "Francis", ucid = "5a70deff25572fd4e28df2fc4cc024cf", ip = "109.51.97.105:58393", id = 5} said "tks  more a litle im going" to all
CHAT: Jul 10 01:30:12 {name  = "Francis", ucid = "5a70deff25572fd4e28df2fc4cc024cf", ip = "109.51.97.105:58393", id = 5} said "im in control" to all
CHAT: Jul 10 01:30:34 {name  = "Dux", ucid = "84cf4e269b68e7b900c5a18d65b12cb5", ip = "217.80.246.77:61117", id = 9} said "good ... I put everyone in this helo on "hold fire"" to all
CHAT: Jul 10 01:30:52 {name  = "Francis", ucid = "5a70deff25572fd4e28df2fc4cc024cf", ip = "109.51.97.105:58393", id = 5} said "ahaha good" to all
CHAT: Jul 10 01:31:50 {name  = "Dux", ucid = "84cf4e269b68e7b900c5a18d65b12cb5", ip = "217.80.246.77:61117", id = 9} said "almost in range now" to all
CHAT: Jul 10 01:31:59 {name  = "Francis", ucid = "5a70deff25572fd4e28df2fc4cc024cf", ip = "109.51.97.105:58393", id = 5} said "yes" to all
CHAT: Jul 10 01:32:34 {name  = "Dux", ucid = "84cf4e269b68e7b900c5a18d65b12cb5", ip = "217.80.246.77:61117", id = 9} said "I wish I could pack that thing back up and deploy it somewhere else afterwards" to all
CHAT: Jul 10 01:32:36 {name  = "211-GED", ucid = "5e2a6a5138883f0737eef271693ca268", ip = "31.51.49.49:50498", id = 19} said "HI 45 WHERE ARE YOU GOING?" to all
CHAT: Jul 10 01:32:54 {name  = "ChampFourFive", ucid = "33b6e451a7493c1312a00f91c4d44fda", ip = "94.10.249.102:59404", id = 6} said "hey man im heading 11 first" to all
CHAT: Jul 10 01:33:00 {name  = "Francis", ucid = "5a70deff25572fd4e28df2fc4cc024cf", ip = "109.51.97.105:58393", id = 5} said "yes" to all
CHAT: Jul 10 01:33:25 {name  = "211-GED", ucid = "5e2a6a5138883f0737eef271693ca268", ip = "31.51.49.49:50498", id = 19} said "OK WE FOLLOW" to all
CHAT: Jul 10 01:33:31 {name  = "Francis", ucid = "5a70deff25572fd4e28df2fc4cc024cf", ip = "109.51.97.105:58393", id = 5} said "when we go to the veicule ew lost the chopper" to all
CHAT: Jul 10 01:34:55 {name  = "Dux", ucid = "84cf4e269b68e7b900c5a18d65b12cb5", ip = "217.80.246.77:61117", id = 9} said "yes...thats why I wanted to steer it from outside but it drives 5meters and then stops" to all
CHAT: Jul 10 01:35:35 {name  = "Francis", ucid = "5a70deff25572fd4e28df2fc4cc024cf", ip = "109.51.97.105:58393", id = 5} said "humm ok" to all
CHAT: Jul 10 01:36:31 {name  = "Dux", ucid = "84cf4e269b68e7b900c5a18d65b12cb5", ip = "217.80.246.77:61117", id = 9} said "nice" to all
CHAT: Jul 10 01:37:16 {name  = "Francis", ucid = "5a70deff25572fd4e28df2fc4cc024cf", ip = "109.51.97.105:58393", id = 5} said "its not a cannon but is great" to all
CHAT: Jul 10 01:37:16 {name  = "Dux", ucid = "84cf4e269b68e7b900c5a18d65b12cb5", ip = "217.80.246.77:61117", id = 9} said "thats that done... sorry that my door gunner didnt leave more" to all
CHAT: Jul 10 01:37:26 {name  = "Francis", ucid = "5a70deff25572fd4e28df2fc4cc024cf", ip = "109.51.97.105:58393", id = 5} said "np" to all
CHAT: Jul 10 01:38:00 {name  = "Dux", ucid = "84cf4e269b68e7b900c5a18d65b12cb5", ip = "217.80.246.77:61117", id = 9} said "going to abu al duhur?" to all
CHAT: Jul 10 01:38:09 {name  = "Francis", ucid = "5a70deff25572fd4e28df2fc4cc024cf", ip = "109.51.97.105:58393", id = 5} said "yes" to all
CHAT: Jul 10 01:41:13 {name  = "Francis", ucid = "5a70deff25572fd4e28df2fc4cc024cf", ip = "109.51.97.105:58393", id = 5} said "oops i heard a explosion" to all
CHAT: Jul 10 01:41:24 {name  = "Dux", ucid = "84cf4e269b68e7b900c5a18d65b12cb5", ip = "217.80.246.77:61117", id = 9} said "ok...have a good hight... no idea what happened there" to all
CHAT: Jul 10 01:41:38 {name  = "Dux", ucid = "84cf4e269b68e7b900c5a18d65b12cb5", ip = "217.80.246.77:61117", id = 9} said "possibly overheated" to all
CHAT: Jul 10 01:41:39 {name  = "Francis", ucid = "5a70deff25572fd4e28df2fc4cc024cf", ip = "109.51.97.105:58393", id = 5} said "ok gnight" to all
CHAT: Jul 10 01:41:44 {name  = "Francis", ucid = "5a70deff25572fd4e28df2fc4cc024cf", ip = "109.51.97.105:58393", id = 5} said "eheh" to all
CHAT: Jul 10 01:41:53 {name  = "Francis", ucid = "5a70deff25572fd4e28df2fc4cc024cf", ip = "109.51.97.105:58393", id = 5} said "nice rest" to all
CHAT: Jul 10 01:42:02 {name  = "Dux", ucid = "84cf4e269b68e7b900c5a18d65b12cb5", ip = "217.80.246.77:61117", id = 9} said "you too" to all
CHAT: Jul 10 01:57:51 {name  = "Inxanity 1-7-6", ucid = "9a6c9edf402aa727acc57195916f8d2a", ip = "66.58.224.85:58043", id = 9} said "Whats the name to bind for srs. I just got it" to all
CHAT: Jul 10 02:03:35 {name  = "ChampFourFive", ucid = "33b6e451a7493c1312a00f91c4d44fda", ip = "94.10.249.102:59404", id = 6} said "only had guns left" to all
CHAT: Jul 10 02:03:49 {name  = "ChampFourFive", ucid = "33b6e451a7493c1312a00f91c4d44fda", ip = "94.10.249.102:59404", id = 6} said "anyway thanks for the games, take care" to all
TEAM HIT: Jul 10 02:17:32 {players = {1 = {name  = "Damned 1-3 | Gh0st", ucid = "7e522cbbdfe9863104f59de24a8347bc", ip = "71.34.158.87:49998", id = 20}1 = {name = 11_BLUE_UNITS_AN_NASIRIYAH#001-02 with GBU-38
CHAT: Jul 10 02:17:43 {name  = "Inxanity 1-7-6", ucid = "9a6c9edf402aa727acc57195916f8d2a", ip = "66.58.224.85:58043", id = 9} said "Damn. Yall destroying our SAM lol" to all
TEAM HIT: Jul 10 03:30:56 {players = {1 = {name  = "Striker", ucid = "5b5cc66169d29676bf8693dd24c42ce9", ip = "73.18.78.134:51366", id = 8}1 = {name = 20_BLUE_UNITS_ABU_AL_DUHUR#001-01 with CBU-97/CBU-105 SFW
TEAM KILL: Jul 10 03:30:56 {players = {1 = {name  = "Striker", ucid = "5b5cc66169d29676bf8693dd24c42ce9", ip = "nil", id = 8}1 = {name = 20_BLUE_UNITS_ABU_AL_DUHUR#001-01 with CBU-97/CBU-105 SFW
CHAT: Jul 10 08:45:27 {name  = "Damnsoul", ucid = "ca44469da3acef99106efd43a5839182", ip = "79.183.34.56:63380", id = 5} said "oh yea you deserve that f-4 dont ever disturb me while im A/G LMAO ! :D" to all
CHAT: Jul 10 08:45:57 {name  = "Damnsoul", ucid = "ca44469da3acef99106efd43a5839182", ip = "79.183.34.56:63380", id = 5} said "now have to turn around sigh.." to all
CHAT: Jul 10 10:53:09 {name  = "Damnsoul", ucid = "ca44469da3acef99106efd43a5839182", ip = "79.183.34.56:63380", id = 5} said "thx man u saved my ass" to all
CHAT: Jul 10 10:53:18 {name  = "Muzarmo", ucid = "c3770c25a675b6aee200aa60ec4fda42", ip = "178.251.133.11:49407", id = 4} said "any time" to all
CHAT: Jul 10 10:53:33 {name  = "Muzarmo", ucid = "c3770c25a675b6aee200aa60ec4fda42", ip = "178.251.133.11:49407", id = 4} said "need to keep better lookout for the ground" to all
CHAT: Jul 10 10:57:24 {name  = "Damnsoul", ucid = "ca44469da3acef99106efd43a5839182", ip = "79.183.34.56:63380", id = 5} said "how can i fkin do a/g if every second they come lmao.." to all
CHAT: Jul 10 10:58:18 {name  = "Muzarmo", ucid = "c3770c25a675b6aee200aa60ec4fda42", ip = "178.251.133.11:49407", id = 4} said "stupid enemies :)" to all
CHAT: Jul 10 10:58:36 {name  = "Damnsoul", ucid = "ca44469da3acef99106efd43a5839182", ip = "79.183.34.56:63380", id = 5} said "yea and another one coming" to all
CHAT: Jul 10 10:58:55 {name  = "TomerSun", ucid = "504ee9ca3b18e26576aba21ea792577d", ip = "213.137.88.23:57500", id = 7} said "ISRAELIM?" to all
CHAT: Jul 10 10:59:01 {name  = "Damnsoul", ucid = "ca44469da3acef99106efd43a5839182", ip = "79.183.34.56:63380", id = 5} said "ken" to all
CHAT: Jul 10 10:59:25 {name  = "Muzarmo", ucid = "c3770c25a675b6aee200aa60ec4fda42", ip = "178.251.133.11:49407", id = 4} said "ken sent me" to all
CHAT: Jul 10 10:59:29 {name  = "TomerSun", ucid = "504ee9ca3b18e26576aba21ea792577d", ip = "213.137.88.23:57500", id = 7} said "HAHA WALA HAZAK" to all
CHAT: Jul 10 11:00:04 {name  = "Damnsoul", ucid = "ca44469da3acef99106efd43a5839182", ip = "79.183.34.56:63380", id = 5} said "got srs?" to all
CHAT: Jul 10 11:01:05 {name  = "Muzarmo", ucid = "c3770c25a675b6aee200aa60ec4fda42", ip = "178.251.133.11:49407", id = 4} said "yup" to all
CHAT: Jul 10 11:01:10 {name  = "Damnsoul", ucid = "ca44469da3acef99106efd43a5839182", ip = "79.183.34.56:63380", id = 5} said "what freq?" to all
CHAT: Jul 10 11:01:16 {name  = "Muzarmo", ucid = "c3770c25a675b6aee200aa60ec4fda42", ip = "178.251.133.11:49407", id = 4} said "305" to all
CHAT: Jul 10 11:01:30 {name  = "TomerSun", ucid = "504ee9ca3b18e26576aba21ea792577d", ip = "213.137.88.23:57500", id = 7} said "ARE ASK ME?" to all
CHAT: Jul 10 11:01:39 {name  = "TomerSun", ucid = "504ee9ca3b18e26576aba21ea792577d", ip = "213.137.88.23:57500", id = 7} said "WANNA BOOMB?" to all
CHAT: Jul 10 11:01:40 {name  = "Damnsoul", ucid = "ca44469da3acef99106efd43a5839182", ip = "79.183.34.56:63380", id = 5} said "yea also" to all
CHAT: Jul 10 11:02:05 {name  = "TomerSun", ucid = "504ee9ca3b18e26576aba21ea792577d", ip = "213.137.88.23:57500", id = 7} said "CONNECT TO COM 1 305HZ" to all
CHAT: Jul 10 11:02:12 {name  = "Damnsoul", ucid = "ca44469da3acef99106efd43a5839182", ip = "79.183.34.56:63380", id = 5} said "oke im there" to all
CHAT: Jul 10 11:02:55 {name  = "Damnsoul", ucid = "ca44469da3acef99106efd43a5839182", ip = "79.183.34.56:63380", id = 5} said "im tryin to bomb but these enemy guys so annoying.." to all
CHAT: Jul 10 11:03:15 {name  = "TomerSun", ucid = "504ee9ca3b18e26576aba21ea792577d", ip = "213.137.88.23:57500", id = 7} said "HERE ME?" to all
CHAT: Jul 10 11:03:25 {name  = "Damnsoul", ucid = "ca44469da3acef99106efd43a5839182", ip = "79.183.34.56:63380", id = 5} said "nope" to all
CHAT: Jul 10 11:04:10 {name  = "TomerSun", ucid = "504ee9ca3b18e26576aba21ea792577d", ip = "213.137.88.23:57500", id = 7} said "speak" to all
CHAT: Jul 10 11:04:50 {name  = "Damnsoul", ucid = "ca44469da3acef99106efd43a5839182", ip = "79.183.34.56:63380", id = 5} said "you hear me tomer?" to all
CHAT: Jul 10 11:06:28 {name  = "Damnsoul", ucid = "ca44469da3acef99106efd43a5839182", ip = "79.183.34.56:63380", id = 5} said "i have to go for some minutes" to all
CHAT: Jul 10 11:06:36 {name  = "Damnsoul", ucid = "ca44469da3acef99106efd43a5839182", ip = "79.183.34.56:63380", id = 5} said "add me meanwhile on discord guys: Damnsoul#1592" to all
CHAT: Jul 10 11:06:38 {name  = "TomerSun", ucid = "504ee9ca3b18e26576aba21ea792577d", ip = "213.137.88.23:57500", id = 7} said "SABABA" to all
CHAT: Jul 10 11:06:56 {name  = "TomerSun", ucid = "504ee9ca3b18e26576aba21ea792577d", ip = "213.137.88.23:57500", id = 7} said "SHNIA MOSIF" to all
CHAT: Jul 10 11:51:30 {name  = "Damnsoul", ucid = "ca44469da3acef99106efd43a5839182", ip = "79.183.34.56:63380", id = 5} said "ok dudes im back" to all
CHAT: Jul 10 11:51:35 {name  = "Damnsoul", ucid = "ca44469da3acef99106efd43a5839182", ip = "79.183.34.56:63380", id = 5} said "lets start the engines.." to all
CHAT: Jul 10 11:54:20 {name  = "Damnsoul", ucid = "ca44469da3acef99106efd43a5839182", ip = "79.183.34.56:63380", id = 5} said "tomer u there ?" to all
CHAT: Jul 10 11:54:31 {name  = "TomerSun", ucid = "504ee9ca3b18e26576aba21ea792577d", ip = "213.137.88.23:57500", id = 7} said "YEAP" to all
CHAT: Jul 10 11:54:46 {name  = "Damnsoul", ucid = "ca44469da3acef99106efd43a5839182", ip = "79.183.34.56:63380", id = 5} said "u on 305? u hear me?" to all
CHAT: Jul 10 11:54:57 {name  = "TomerSun", ucid = "504ee9ca3b18e26576aba21ea792577d", ip = "213.137.88.23:57500", id = 7} said "LO" to all
CHAT: Jul 10 11:55:05 {name  = "Damnsoul", ucid = "ca44469da3acef99106efd43a5839182", ip = "79.183.34.56:63380", id = 5} said "sheeet.. :/" to all
CHAT: Jul 10 11:55:16 {name  = "Damnsoul", ucid = "ca44469da3acef99106efd43a5839182", ip = "79.183.34.56:63380", id = 5} said "i hear you" to all
CHAT: Jul 10 11:55:27 {name  = "TomerSun", ucid = "504ee9ca3b18e26576aba21ea792577d", ip = "213.137.88.23:57500", id = 7} said "55?" to all
CHAT: Jul 10 11:55:32 {name  = "Damnsoul", ucid = "ca44469da3acef99106efd43a5839182", ip = "79.183.34.56:63380", id = 5} said "yea i heard" to all
CHAT: Jul 10 11:55:38 {name  = "TomerSun", ucid = "504ee9ca3b18e26576aba21ea792577d", ip = "213.137.88.23:57500", id = 7} said "amm...." to all
CHAT: Jul 10 11:55:53 {name  = "TomerSun", ucid = "504ee9ca3b18e26576aba21ea792577d", ip = "213.137.88.23:57500", id = 7} said "put com 1 am srs too" to all
CHAT: Jul 10 11:55:57 {name  = "TomerSun", ucid = "504ee9ca3b18e26576aba21ea792577d", ip = "213.137.88.23:57500", id = 7} said "are you did it?" to all
CHAT: Jul 10 11:56:02 {name  = "Damnsoul", ucid = "ca44469da3acef99106efd43a5839182", ip = "79.183.34.56:63380", id = 5} said "eya" to all
CHAT: Jul 10 11:56:04 {name  = "Damnsoul", ucid = "ca44469da3acef99106efd43a5839182", ip = "79.183.34.56:63380", id = 5} said "yea" to all
CHAT: Jul 10 11:56:16 {name  = "TomerSun", ucid = "504ee9ca3b18e26576aba21ea792577d", ip = "213.137.88.23:57500", id = 7} said "walla mozar" to all
CHAT: Jul 10 11:56:43 {name  = "Damnsoul", ucid = "ca44469da3acef99106efd43a5839182", ip = "79.183.34.56:63380", id = 5} said "ahu shakshuki.." to all
CHAT: Jul 10 11:57:11 {name  = "TomerSun", ucid = "504ee9ca3b18e26576aba21ea792577d", ip = "213.137.88.23:57500", id = 7} said "hosfti bdis" to all
CHAT: Jul 10 11:57:53 {name  = "Damnsoul", ucid = "ca44469da3acef99106efd43a5839182", ip = "79.183.34.56:63380", id = 5} said "ok" to all
CHAT: Jul 10 11:58:07 {name  = "Damnsoul", ucid = "ca44469da3acef99106efd43a5839182", ip = "79.183.34.56:63380", id = 5} said "dude check in Speaker Boost" to all
CHAT: Jul 10 11:58:12 {name  = "Damnsoul", ucid = "ca44469da3acef99106efd43a5839182", ip = "79.183.34.56:63380", id = 5} said "turn it on" to all
CHAT: Jul 10 11:58:17 {name  = "Damnsoul", ucid = "ca44469da3acef99106efd43a5839182", ip = "79.183.34.56:63380", id = 5} said "Output" to all
CHAT: Jul 10 11:58:20 {name  = "Damnsoul", ucid = "ca44469da3acef99106efd43a5839182", ip = "79.183.34.56:63380", id = 5} said "maybe thats the problem" to all
CHAT: Jul 10 11:58:41 {name  = "TomerSun", ucid = "504ee9ca3b18e26576aba21ea792577d", ip = "213.137.88.23:57500", id = 7} said "speak right now" to all
CHAT: Jul 10 12:01:18 {name  = "Damnsoul", ucid = "ca44469da3acef99106efd43a5839182", ip = "79.183.34.56:63380", id = 5} said "sup art" to all
CHAT: Jul 10 12:06:04 {name  = "Damnsoul", ucid = "ca44469da3acef99106efd43a5839182", ip = "79.183.34.56:63380", id = 5} said "yo art wanna join us?" to all
CHAT: Jul 10 12:06:11 {name  = "Damnsoul", ucid = "ca44469da3acef99106efd43a5839182", ip = "79.183.34.56:63380", id = 5} said "we gonna go for a/g" to all
CHAT: Jul 10 12:10:28 {name  = "Damnsoul", ucid = "ca44469da3acef99106efd43a5839182", ip = "79.183.34.56:63380", id = 5} said "32 53 18 N, 35 41 10 E" to all
CHAT: Jul 10 14:31:45 {name  = "Damnsoul", ucid = "ca44469da3acef99106efd43a5839182", ip = "79.183.34.56:63380", id = 5} said "lol what a mess" to all
CHAT: Jul 10 14:46:08 {name  = "Valkyrie", ucid = "9ada827e6f4c7ef9b86bedd340b46cd3", ip = "84.70.19.22:55976", id = 8} said "ralp2142 you are hot mic" to all
CHAT: Jul 10 14:46:33 {name  = "TINIII", ucid = "a0ac92e5e0d326a90915d70cac4dec33", ip = "188.192.224.159:60548", id = 13} said "^^" to all
CHAT: Jul 10 14:47:14 {name  = "Valkyrie", ucid = "9ada827e6f4c7ef9b86bedd340b46cd3", ip = "84.70.19.22:55976", id = 8} said "RALP CHECK YOUR PUSH TO TALK!!" to all
CHAT: Jul 10 14:47:27 {name  = "Damnsoul", ucid = "ca44469da3acef99106efd43a5839182", ip = "79.183.34.56:63380", id = 5} said "sup razor" to all
CHAT: Jul 10 14:47:37 {name  = "=425th= RAZOR [GER]", ucid = "469be926bdcb465e1067df70c3d99858", ip = "91.5.104.43:56013", id = 12} said "jo^^" to all
CHAT: Jul 10 14:47:48 {name  = "Damnsoul", ucid = "ca44469da3acef99106efd43a5839182", ip = "79.183.34.56:63380", id = 5} said "wanna fly zusammen? :p" to all
CHAT: Jul 10 14:48:32 {name  = "=425th= RAZOR [GER]", ucid = "469be926bdcb465e1067df70c3d99858", ip = "91.5.104.43:56013", id = 12} said "muss den tgp mal testen:)" to all
CHAT: Jul 10 14:49:02 {name  = "Damnsoul", ucid = "ca44469da3acef99106efd43a5839182", ip = "79.183.34.56:63380", id = 5} said "in ordnung :p" to all
CHAT: Jul 10 14:49:16 {name  = "Damnsoul", ucid = "ca44469da3acef99106efd43a5839182", ip = "79.183.34.56:63380", id = 5} said "los gehts" to all
CHAT: Jul 10 14:50:05 {name  = "Smokey-MikeLeeuwardenNL", ucid = "7dcc4b8087daf1c1eea446973c8c8d3e", ip = "86.93.229.170:52229", id = 6} said "RALP!!!!! Turn your MIc of" to all
CHAT: Jul 10 14:50:18 {name  = "=425th= RAZOR [GER]", ucid = "469be926bdcb465e1067df70c3d99858", ip = "91.5.104.43:56013", id = 12} said "lol" to all
CHAT: Jul 10 14:50:29 {name  = "Damnsoul", ucid = "ca44469da3acef99106efd43a5839182", ip = "79.183.34.56:63380", id = 5} said ">.<'" to all
CHAT: Jul 10 14:50:59 {name  = "=425th= RAZOR [GER]", ucid = "469be926bdcb465e1067df70c3d99858", ip = "91.5.104.43:56013", id = 12} said "wie schnell ein schöner take off kacke wird,m wenn man NWS an hat und ins
 seitenruder tritt^^" to all
CHAT: Jul 10 14:51:21 {name  = "RevMagnum", ucid = "54b0c983ab5ba75e1bc08825e4bed091", ip = "176.232.63.208:46632", id = 11} said "it gives me hit msgs on AC i didnt even shoot at" to all
CHAT: Jul 10 14:52:41 {name  = "Damnsoul", ucid = "ca44469da3acef99106efd43a5839182", ip = "79.183.34.56:63380", id = 5} said "wohin gehen wir?" to all
CHAT: Jul 10 14:53:00 {name  = "=425th= RAZOR [GER]", ucid = "469be926bdcb465e1067df70c3d99858", ip = "91.5.104.43:56013", id = 12} said "rosh pina?" to all
CHAT: Jul 10 14:53:10 {name  = "Damnsoul", ucid = "ca44469da3acef99106efd43a5839182", ip = "79.183.34.56:63380", id = 5} said "oke" to all
CHAT: Jul 10 14:53:20 {name  = "Damnsoul", ucid = "ca44469da3acef99106efd43a5839182", ip = "79.183.34.56:63380", id = 5} said "meine land :p" to all
CHAT: Jul 10 14:53:32 {name  = "TINIII", ucid = "a0ac92e5e0d326a90915d70cac4dec33", ip = "188.192.224.159:60548", id = 13} said "Na dann versuchen wir mal ein paar Flieger vom Himmel zu himmel zu hollen :D" to all
CHAT: Jul 10 14:53:47 {name  = "TINIII", ucid = "a0ac92e5e0d326a90915d70cac4dec33", ip = "188.192.224.159:60548", id = 13} said "Die jungs kommen fast alle aus Richtung Palmyra" to all
CHAT: Jul 10 14:55:58 {name  = "Damnsoul", ucid = "ca44469da3acef99106efd43a5839182", ip = "79.183.34.56:63380", id = 5} said "nett flug" to all
TEAM HIT: Jul 10 15:07:56 {players = {1 = {name  = "RevMagnum", ucid = "54b0c983ab5ba75e1bc08825e4bed091", ip = "176.232.63.208:46632", id = 11}1 = {name = 13_BLUE_UNITS_BEIRUT_RAFIC_HARIRI#001-01 with AGM-88C
TEAM KILL: Jul 10 15:07:56 {players = {1 = {name  = "RevMagnum", ucid = "54b0c983ab5ba75e1bc08825e4bed091", ip = "nil", id = 11}1 = {name = 13_BLUE_UNITS_BEIRUT_RAFIC_HARIRI#001-01 with AGM-88C
